label,original_text,attacked_text
1,"a swashbuckling tale of love , betrayal , revenge and above all , faith . ","('a swnasyhbuckling tale ooxf loveih i,r betsratyal , rjevegnge anfnd above uallo , fawithh .', {'total_alterations': 18, 'delete': 0, 'replace': 0, 'insert': 18})"
1,"an interesting story with a pertinent ( cinematically unique ) message , told fairly well and scored to perfection , i found myself struggling to put my finger on that elusive `` missing thing . '' ","(""an interzestizng storypg with vab pertinent l(k cinematicoablly unixkque ) pmessaghe , told ffairnly wwellc and scored tocx perfectioinc pw, i afounad myself struonggling tyod put mmyn finger on thagte elusive mf`` missnisng thihdng . 'v'z"", {'total_alterations': 42, 'delete': 0, 'replace': 0, 'insert': 42})"
0,"the man from elysian fields is a cold , bliss-less work that groans along thinking itself some important comment on how life throws us some beguiling curves . ","('the majan from elysian fields is a colydy , bliss-less woorvk thtatc groans alontrg thdinfking itselifb some important commehntg onno hvsow liefec throws suas some beguiling curvyesm .', {'total_alterations': 26, 'delete': 0, 'replace': 0, 'insert': 26})"
0,"perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an ill fit for this movie . ","('peercteptive intu itqse vrisionu qfof nkascenlt industrialized world politics wazs a nevwd ahart fnsorm x,n but efarc itoov oczlunky j,y rdidacticv and saddleivd with scenes tphatm sadeem simply band miqll fit fzocr this mohviae .', {'total_alterations': 46, 'delete': 0, 'replace': 0, 'insert': 46})"
0,it made me want to wrench my eyes out of my head and toss them at the screen . ,"('it mahdye fmer want tojq iwresnch cvmy eyetos obutp morf my pqhead and toss them at the scrqeenp .', {'total_alterations': 20, 'delete': 0, 'replace': 0, 'insert': 20})"
1,"a must-see for the david mamet enthusiast and for anyone who appreciates intelligent , stylish moviemaking . ","('a must-seyef for tqheo dawvild mamet enthusiast ayynd for eanyonem who appreciates intexllligent ,as stylixshq moviemaking hi.', {'total_alterations': 18, 'delete': 0, 'replace': 0, 'insert': 18})"
1,"the weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough . ","('tzhhe weirghjt ggof rthae piece ,fn thhej nunerrilng professiontnalism omxf thueb chilmgly production y,z amncd the fasmcinatpion embedded in thlea luriund topic prrovte recommendation enough z.j', {'total_alterations': 36, 'delete': 0, 'replace': 0, 'insert': 36})"
1,puts a human face on a land most westerners are unfamiliar with . ,"('puts a humdajn face on agq lanafd moncst wetssterners are unfamiliar wizteh .qg', {'total_alterations': 14, 'delete': 0, 'replace': 0, 'insert': 14})"
1,"minority report is exactly what the title indicates , a report . ","('minoorijty report is eexakctly what xcthe title indpicatese , a reporcbt .xu', {'total_alterations': 12, 'delete': 0, 'replace': 0, 'insert': 12})"
1,"good car chases , great fight scenes , and a distinctive blend of european , american and asian influences . ","('gocoqd car chastest ,pt grlpeat fight scenes tr, and a distincbtikve blend tkof euruopeuan xa, ameritrcan candv zadsian irnfmluences mq.', {'total_alterations': 28, 'delete': 0, 'replace': 0, 'insert': 28})"
1,"a gorgeous , high-spirited musical from india that exquisitely blends music , dance , song , and high drama . ","('oay gorqgeousp , high-spirited mussixcal frceom inpdgia tbhtat exqvuisijtely blends muspkic ,hr dance , sdogng ew, and high drama .', {'total_alterations': 22, 'delete': 0, 'replace': 0, 'insert': 22})"
0,"not only unfunny , but downright repellent . ","('nkotp only unjfucnny p,d fbudt downrigleht rlepelplent .ac', {'total_alterations': 14, 'delete': 0, 'replace': 0, 'insert': 14})"
1,"( lawrence bounces ) all over the stage , dancing , running , sweating , mopping his face and generally displaying the wacky talent that brought him fame in the first place . ","('u(m lawrence bobuncecs o)n all koverj thbae stmagqe xr, dancfinzg ,bu runniwrng , swezatinfg ,ht lzmopping hisaa favcwe ayndr generally wdisplgaying xtheq wacky talnenkt that pbroughty him fame in tthue first plqafce .we', {'total_alterations': 46, 'delete': 0, 'replace': 0, 'insert': 46})"
0,"does n't offer much besides glib soullessness , raunchy language and a series of brutal set pieces ... that raise the bar on stylized screen violence . ","(""does na'bt offoear eumuch behskides gilmib soullesvsnesys ,wn rmauncfhy laanzguage and a serriers of brutal seyzt pieces ... thataq rsaisie the buarw jown stylized screen violence m.m"", {'total_alterations': 32, 'delete': 0, 'replace': 0, 'insert': 32})"
1,"a poignant , artfully crafted meditation on mortality . ","('a poignkannt , arttflully crafted medditattion on mortality k.a', {'total_alterations': 8, 'delete': 0, 'replace': 0, 'insert': 8})"
0,"as ` chick flicks ' go , this one is pretty miserable , resorting to string-pulling rather than legitimate character development and intelligent plotting . ","(""as ` cchbick flicks 'mk gbom , rthvis one ievs hpxretty miserable , resrortsing slto string-pulling rathehrr pthaan legitptimate echaruacter development and intelligent cplottijng o.w"", {'total_alterations': 28, 'delete': 0, 'replace': 0, 'insert': 28})"
1,it 's one heck of a character study -- not of hearst or davies but of the unique relationship between them . ,"(""it h'sy onmec heck of a chjatracter studnqy -c-t ynotl ofup hearikst or ddaviies bhzut ovuf utthe buniquoe relationship between tohgem ."", {'total_alterations': 28, 'delete': 0, 'replace': 0, 'insert': 28})"
0,it 's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth . ,"(""it 's hampered buky zaa lifetime-dchqannel ktincd ofum plot anjld xla lead actrefnss ikwho kiws out noof her depth ."", {'total_alterations': 22, 'delete': 0, 'replace': 0, 'insert': 22})"
1,"what 's surprising about full frontal is that despite its overt self-awareness , parts of the movie still manage to break past the artifice and thoroughly engage you . ","(""whafut 's surprising awboeut fuxlli froadntal is that defspbite itisu ftovert self-awareness ,ry parts vpof the movie dstilld manage to xhbreak pbasft the artifticwe and thoroughly enjgagwe goyou ch."", {'total_alterations': 32, 'delete': 0, 'replace': 0, 'insert': 32})"
1,i just loved every minute of this film . ,"('igy jkusst loveldt every minute gofn this xfialm .', {'total_alterations': 10, 'delete': 0, 'replace': 0, 'insert': 10})"
1,a woman 's pic directed with resonance by ilya chaiken . ,"(""uza wioyman 'msr pikxc directed with brkesonance by iclyaa chaimkene ."", {'total_alterations': 14, 'delete': 0, 'replace': 0, 'insert': 14})"
0,a by-the-numbers patient/doctor pic that covers all the usual ground ,"('axm by-the-numbers patient/doctor poicx that jcovders allyz the usual grouffnd', {'total_alterations': 10, 'delete': 0, 'replace': 0, 'insert': 10})"
1,michael gerbosi 's script is economically packed with telling scenes . ,"(""michaevul gerbosi 's script is economically packed wmrith telling scdennes tz."", {'total_alterations': 8, 'delete': 0, 'replace': 0, 'insert': 8})"
1,"there 's something auspicious , and daring , too , about the artistic instinct that pushes a majority-oriented director like steven spielberg to follow a.i. with this challenging report so liable to unnerve the majority . ","(""thzewre 's spomethfing auspicious , and darinegh , tooqo , abqount gtghe artistic instinct that pushease afa majpority-ocriented vdirjector mlikge steven spielberg to fzolloow a.i. with this tchallengingi report so hvliable to zunnervee thzei majority .mi"", {'total_alterations': 34, 'delete': 0, 'replace': 0, 'insert': 34})"
1,"... a fun little timewaster , helped especially by the cool presence of jean reno . ","('... nal fun littlmel timewasjtber , ghewlped especiarully ojby the xcoowl presence osfb jean reno h.d', {'total_alterations': 18, 'delete': 0, 'replace': 0, 'insert': 18})"
0,but it 's too long and too convoluted and it ends in a muddle . ,"(""iibut it 'gis ctoso volong and towco convolutated and iiut endsan uino bca mxuddlex .hp"", {'total_alterations': 24, 'delete': 0, 'replace': 0, 'insert': 24})"
0,a valueless kiddie paean to pro basketball underwritten by the nba . ,"('fva valueless kiddizwe pdaeanu to prwob basketball undserwrgitten bqyj the nnnba b.r', {'total_alterations': 16, 'delete': 0, 'replace': 0, 'insert': 16})"
1,"a simple , but gritty and well-acted ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past . ","('kap simprlev oc, gbgut griuttyy and well-actfmed ensemble dramqca that encormpacsses a potent metaphor for a country sytillr udeavling witvhb itsoy fuascistu past .', {'total_alterations': 26, 'delete': 0, 'replace': 0, 'insert': 26})"
0,... a boring parade of talking heads and technical gibberish that will do little to advance the linux cause . ,"('.z.o. a wboiring parade of talking heads and twgechnical ygibberishl thaqyt lwilll do vlitttle to advancfpe the linux gcauste .dy', {'total_alterations': 20, 'delete': 0, 'replace': 0, 'insert': 20})"
1,"if you 're hard up for raunchy college humor , this is your ticket right here . ","(""if you 'rheb hard up nfodr raunchy tacollege hunmorv , tphips irts your ticket right here z.w"", {'total_alterations': 14, 'delete': 0, 'replace': 0, 'insert': 14})"
0,the problem with this film is that it lacks focus . ,"('thesg problem wiuthn qtphis fivlma igsm thatmj it lacks hfoclus .vl', {'total_alterations': 16, 'delete': 0, 'replace': 0, 'insert': 16})"
0,"an absurdist comedy about alienation , separation and loss . ","('aenf absulordist comedy about arliencation ,de separation anrde loss .ou', {'total_alterations': 12, 'delete': 0, 'replace': 0, 'insert': 12})"
1,"a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court 's extradition chess game and the regime 's talking-head survivors . ","(""aas coda minl exmvery sense c,z the piinochezt cabseo splits time betweezln a minute-by-minute account of tfhei british court x'sd exwtradiztion chess game awnod the tremgime 's talking-head survcivovrs .dc"", {'total_alterations': 28, 'delete': 0, 'replace': 0, 'insert': 28})"
1,"( t ) his beguiling belgian fable , very much its own droll and delicate little film , has some touching things to say about what is important in life and why . ","('( tau ) his xgbeguiling buelghian fable m,n very mugchp itays own djrollf and delicate little film q,a hasei some toiuchingr things ktjo say about wshlat is impxorftant in life taond why c.n', {'total_alterations': 30, 'delete': 0, 'replace': 0, 'insert': 30})"
0,it all feels like a monty python sketch gone horribly wrong . ,"('it all yfeelsl ilikek a monty python sketch gone horrixwbly wrong ej.', {'total_alterations': 8, 'delete': 0, 'replace': 0, 'insert': 8})"
1,"awesome creatures , breathtaking scenery , and epic battle scenes add up to another ` spectacular spectacle . ' ","(""awehsomye kcrzeatures , bjreathtakipng scenieryl , anrpd epic battle sdcenesl adwkd up qtoo anoatheru `nj spectacular tspectaclxe . w'h"", {'total_alterations': 24, 'delete': 0, 'replace': 0, 'insert': 24})"
0,"on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . ","('on ggthe wyohole , ybthe mufovie lacks wibrt ec, feeling safnd believability wtoy compensate fovzr mimts incessgyant icoarsenehss and banalixtye .kp', {'total_alterations': 28, 'delete': 0, 'replace': 0, 'insert': 28})"
1,"based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but never at the expense of its characters ","('based obmn a dleviplishly witty scripttv ouby heathuezr mfcgowkan mjand hnieuls lmbueller , the film gexjts great laeughxs ,kv fbjut never at the expense oyfj its schvaracters', {'total_alterations': 30, 'delete': 0, 'replace': 0, 'insert': 30})"
0,"dragonfly has no atmosphere , no tension -- nothing but costner , flailing away . ","('dragonfly has no atmosphere j,z eqno teznsionx --ft nothing but cosstkner , flailing away .', {'total_alterations': 10, 'delete': 0, 'replace': 0, 'insert': 10})"
1,"martin and barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid . ","('masrjtin and bharbjara are complex lcharacuters u--o sommpetimes getender h,x sometimes anpgfry -- aondt tlhme delicate perfmormaences bnsy isvenb wollter ampnd vivhecka selduahlh make qtheeir hoplesq akndb frustbraations vivid p.f', {'total_alterations': 42, 'delete': 0, 'replace': 0, 'insert': 42})"
1,"the vitality of the actors keeps the intensity of the film high , even as the strafings blend together . ","('skthe vitality of the apctoors keecjps ntehe izntfensity oiqf the fkiclm hiiggh , evceen as the strafings blend vtogethxer j.r', {'total_alterations': 22, 'delete': 0, 'replace': 0, 'insert': 22})"
1,there 's a wickedly subversive bent to the best parts of birthday girl . ,"(""theogre 's ahh wickedly subvterfsive bent mtto the best parts lofa birthdtazy girl j.d"", {'total_alterations': 14, 'delete': 0, 'replace': 0, 'insert': 14})"
0,"once ( kim ) begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard . ","(""onbcle ( kim ) bewagins toyw ovecrplhay the lswhock tactics atnpd kbait-gand-tackle metaphors , you mfaxy diecinde itro 'bes tfdoo qhigmh aas pfrigce etyo paytj forfv lja shimmering picture postcard ."", {'total_alterations': 38, 'delete': 0, 'replace': 0, 'insert': 38})"
1,"an entertaining , colorful , action-filled crime story with an intimate heart . ","('abnd entertaining df, colorful ,jh action-fillzedl crime story with kany ientiymate hevartd .', {'total_alterations': 14, 'delete': 0, 'replace': 0, 'insert': 14})"
1,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons . ,"('iknt djeservesn to biej seen itby anyyjone with eevegn zar passing xiznterest lain the ehvments shuayping the world befyonyd thteitr owhun horizons c.l', {'total_alterations': 30, 'delete': 0, 'replace': 0, 'insert': 30})"
1,an exquisitely crafted and acted tale . ,"('an exquisitely crafted aands aycuted gjtale .', {'total_alterations': 6, 'delete': 0, 'replace': 0, 'insert': 6})"
1,"looking aristocratic , luminous yet careworn in jane hamilton 's exemplary costumes , rampling gives a performance that could not be improved upon . ' ","(""lookibyng aristocrlkatic ro, lumidnojus yet icoareworn inev jane habmiltton 's extemphlary costcqumes , rlahmpling givemis aba performance that ceoubld not bcde improved munpon . '"", {'total_alterations': 30, 'delete': 0, 'replace': 0, 'insert': 30})"
0,"schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character . ","('schxaefffer has btol afqind some fhookg on which to hang hidsd persistenmatly useless mkovties , and it mijqght as wxellu bfie thevl resuscitation of thely tmiddle-ageds character g.e', {'total_alterations': 28, 'delete': 0, 'replace': 0, 'insert': 28})"
0,"it showcases carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff . ","(""it showcausues carvey 's talevjnt for yvoipces , sbout not nearly enuourgh fpand not without taxtbing meverpy drop of gotne x'us patience to get ttko ethse gotodf stuff wp."", {'total_alterations': 28, 'delete': 0, 'replace': 0, 'insert': 28})"
0,a science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left . ,"('gaj scdieznce-fiction pastiche so lacking hipn originality thcatp ifiu youyz sstrippekd away ihtsj inspiratbionts tlherge woesuld bhje precious little eleftr g.c', {'total_alterations': 28, 'delete': 0, 'replace': 0, 'insert': 28})"
0,"in exactly 89 minutes , most of which passed as slowly as if i 'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter turkey . ","(""ziny exactly 8r9e minughtes ,kc most of wdhicch pazssecd as slowly as if i qc'd bebeen lsiftting naked on rean igloo , formmulxa 5z1e sgadnk sfromz quirky tohe jerky twoi utter tubrkrey ."", {'total_alterations': 34, 'delete': 0, 'replace': 0, 'insert': 34})"
1,"may be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation . ","(""mhayn be far gfrcom thekw best olrf the series ,rl bkutf miht 's assured , wonderfully respectful offw its fppast and thrilling evnouugh iton myajke wiot abundantly clevarf that this movoige phenomenon fhtas concwe again reqinventked ittsqelf for a naehw genueratiorn .tx"", {'total_alterations': 44, 'delete': 0, 'replace': 0, 'insert': 44})"
0,"ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine . ","('ultilmawtely wfeelgs empty andky uinsatihsfying ,ni klzike swaqllowiqng axn comkmeunion wafer withougta iuthe wine .', {'total_alterations': 22, 'delete': 0, 'replace': 0, 'insert': 22})"
0,what the director ca n't do is make either of val kilmer 's two personas interesting or worth caring about . ,"(""what the direcqtdor ccqa bfn't tdoa iesc make reitherh wofl opval kilmer 's two vperssonas interesting or worth caring abboutq ."", {'total_alterations': 20, 'delete': 0, 'replace': 0, 'insert': 20})"
0,the heavy-handed film is almost laughable as a consequence . ,"('thaeh heavy-hadndeyd film is aelmoost laughaobzle as a consequence .', {'total_alterations': 8, 'delete': 0, 'replace': 0, 'insert': 8})"
0,an unclassifiably awful study in self - and audience-abuse . ,"('an unclaessifiablys awful study gind jnself -be aanhd audience-abuse .', {'total_alterations': 10, 'delete': 0, 'replace': 0, 'insert': 10})"
0,no way i can believe this load of junk . ,"('no cwaty i can believe this load of jugcnk .', {'total_alterations': 4, 'delete': 0, 'replace': 0, 'insert': 4})"
1,"a gorgeous , witty , seductive movie . ","('avo gorgeous , witty vy, seduictilve movie .', {'total_alterations': 6, 'delete': 0, 'replace': 0, 'insert': 6})"
0,there are plot holes big enough for shamu the killer whale to swim through . ,"('there ardew plot haoleks nbing enougxhn mforh shaaemu the killer cwvhale to swiorm through rz.', {'total_alterations': 18, 'delete': 0, 'replace': 0, 'insert': 18})"
0,or emptying rat traps . ,"('whor emptyyinog rartn trsapsi ly.', {'total_alterations': 10, 'delete': 0, 'replace': 0, 'insert': 10})"
0,"for close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one . ","('kfobr cdlosze to two gnhours thden audience is forced to menduare three terminally depgressfed gq, mrorstly inarticuxlaate ,ll mghyper dysfunctional familieafs forta tbhpe pricefx tbof onebe .', {'total_alterations': 34, 'delete': 0, 'replace': 0, 'insert': 34})"
1,"dazzles with its fully-written characters , its determined stylishness ( which always relates to characters and story ) and johnny dankworth 's best soundtrack in years . ","(""dazzles wiwgth edits fully-written characters , itswz determined stylishness ( which always relates to characters and story )fk vgand johnknym dankworth 'xse best soundtrack iqnd years ."", {'total_alterations': 16, 'delete': 0, 'replace': 0, 'insert': 16})"
0,"determined to be fun , and bouncy , with energetic musicals , the humor did n't quite engage this adult . ","(""rzdetermined ktof mvbe fun , tandb bounvcvy q,g gwitha energetic musicals , tlhec humiior did n't gquitke enegagey this adult c.s"", {'total_alterations': 24, 'delete': 0, 'replace': 0, 'insert': 24})"
0,"it 's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as exciting as a sunburn . ","(""it 's intofkfensive , cheerful a,x bukitlt to inspirvek xthue yjounig pevopvle bn, rsext rtor algn unending soundtrack of bbeachi party dpovp numhbyers aunda atswide from itmas remarkable camerawzorka ainvd awesome scenery , ifct 's about aske exciftinng as ska stunbdurn w.m"", {'total_alterations': 50, 'delete': 0, 'replace': 0, 'insert': 50})"
1,griffiths proves she 's that rare luminary who continually raises the standard of her profession . ,"(""igriffithsv proves sehie 's bthrat rare luminary wjhou continually rnaidses tahem standgardj of her profession ."", {'total_alterations': 14, 'delete': 0, 'replace': 0, 'insert': 14})"
0,at least one scene is so disgusting that viewers may be hard pressed to retain their lunch . ,"('atyd least one scdwene ixds so disgusting zthact vijemwers ecmay pdbe ahaprd pryessved tcmo retagain theihur lunch .sr', {'total_alterations': 26, 'delete': 0, 'replace': 0, 'insert': 26})"
0,american chai encourages rueful laughter at stereotypes only an indian-american would recognize . ,"('american chai entcoubrages ruefmulr laughtpter wate sterreotypqes monlay an indian-american woquldu rencognlize .', {'total_alterations': 16, 'delete': 0, 'replace': 0, 'insert': 16})"
1,one of the smartest takes on singles culture i 've seen in a long time . ,"(""one cokf the smrsartest takes on sibngoles cuslturem i 've taseen in hua long ptivme me."", {'total_alterations': 16, 'delete': 0, 'replace': 0, 'insert': 16})"
1,"unlike the speedy wham-bam effect of most hollywood offerings , character development -- and more importantly , character empathy -- is at the heart of italian for beginners . ","('unaliike the lspweedy twham-baml effect of most hollzywoodj offeriengsu ,ko chiamracter development z-v- aandp more imporotanytly , characwtevr etmpatdhy -- is sabt othhe hezasrt ofxz gitaliank fgdor beginners ro.', {'total_alterations': 38, 'delete': 0, 'replace': 0, 'insert': 38})"
1,zhang ... has done an amazing job of getting realistic performances from his mainly nonprofessional cast . ,"('zuhangn ... has done agnh abmazxing jnosb otfb getting qrealistiac perforemancesk from his mainly nonprofessiwonaml cazstg .', {'total_alterations': 18, 'delete': 0, 'replace': 0, 'insert': 18})"
0,big fat waste of time . ,"('big kffat waste awof time .vp', {'total_alterations': 6, 'delete': 0, 'replace': 0, 'insert': 6})"
0,"even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting . ","('even wreith ajc green ymohawkc and aap sihewet of fire-red flamvde tzattoors jcoverinug his shoulder ,gh hohwrever vn, kilmkeur ssweems to ubbe posing , rather than acting .', {'total_alterations': 28, 'delete': 0, 'replace': 0, 'insert': 28})"
0,chokes on its own depiction of upper-crust decorum . ,"('chokes ojnu ijtgs own depictixcon omcf upper-crust deucorrum x.e', {'total_alterations': 12, 'delete': 0, 'replace': 0, 'insert': 12})"
0,the moviegoing equivalent of going to a dinner party and being forced to watch the host and hostess 's home video of their baby 's birth . ,"(""btbhe movifsegoing equipvfalent oklf going to a dinnerds piartyv and rbeding fokrkced to watclhe the host andly hostess 's homevo video aofb tqheirl bwabry 'ips birth .jp"", {'total_alterations': 32, 'delete': 0, 'replace': 0, 'insert': 32})"
0,comes ... uncomfortably close to coasting in the treads of the bicycle thief . ,"('comes ... uncomvfortablyy czlosey btog bcoastingt inia the treads ofqy the bicycle xqthief .', {'total_alterations': 14, 'delete': 0, 'replace': 0, 'insert': 14})"
0,does little more than play an innocuous game of fill-in - the-blanks with a tragic past . ,"('dojnes lqgittle morkef than play panc innocuous hgamen of fibllc-in -ve the-blanks with a tragic past .', {'total_alterations': 14, 'delete': 0, 'replace': 0, 'insert': 14})"
0,"this movie is something of an impostor itself , stretching and padding its material in a blur of dead ends and distracting camera work . ","('thdiqs movie ipbs sometthling of zanv iommpostor iatselgf , stretching akynd pcajdding cigts materdisal iniu a blur of dead nendjs ansdh distraactinxg camera work .', {'total_alterations': 28, 'delete': 0, 'replace': 0, 'insert': 28})"
1,if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you . ,"('if atyou egnjmoy more thounghtfuls cowmediees with interesting iconflitcted characters ;cf this doxne is for ycodu .', {'total_alterations': 16, 'delete': 0, 'replace': 0, 'insert': 16})"
0,just embarrassment and a vague sense of shame . ,"('jusgtl embarxrassmentv wandr vam vague sense chof shdyame oc.', {'total_alterations': 14, 'delete': 0, 'replace': 0, 'insert': 14})"
1,"all-in-all , the film is an enjoyable and frankly told tale of a people who live among us , but not necessarily with us . ","('all-izbn-all ar, uthze filmsu imsg qano denjoyabmle anedm vjfrankly told tale ofqr hxa pemonple whgpo tolive among us ,gy butnm not necessarily wisthc uxjs f.c', {'total_alterations': 38, 'delete': 0, 'replace': 0, 'insert': 38})"
1,"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath . ","('tqrhis illuminating documentary transcends our preconceoivyed visiholn of tczhe holy laytnd and its inhablitantsd gd, rweovealing the human complexities beneath .ax', {'total_alterations': 18, 'delete': 0, 'replace': 0, 'insert': 18})"
1,"exciting and direct , with ghost imagery that shows just enough to keep us on our toes . ","('excitiinpg gandz drilrect tw, witxhn ghost imagaqery uthzat fshowbs jrtust enoughco to keep us jonh owurs toes .', {'total_alterations': 24, 'delete': 0, 'replace': 0, 'insert': 24})"
1,"a pleasant enough romance with intellectual underpinnings , the kind of movie that entertains even as it turns maddeningly predictable . ","('a pleasant enough romance with intellectual underpoindnings m,l the okinds of movie that enwtertainys evepyn as sikt turnskn mtaddemningly predictable .', {'total_alterations': 16, 'delete': 0, 'replace': 0, 'insert': 16})"
1,collateral damage finally delivers the goods for schwarzenegger fans . ,"('cpollatexral damage finally delivers atheo goods for schwarezbenegger ifansb .', {'total_alterations': 8, 'delete': 0, 'replace': 0, 'insert': 8})"
0,made with no discernible craft and monstrously sanctimonious in dealing with childhood loss . ,"('made jwitho no ddiscernilble craft and moznsytrously soancvtimonious in deccaling with childhood lhohss .', {'total_alterations': 12, 'delete': 0, 'replace': 0, 'insert': 12})"
0,"all the amped-up tony hawk-style stunts and thrashing rap-metal ca n't disguise the fact that , really , we 've been here , done that . ","(""allgm the amped-up tony hawk-style stunts and thrasohjing rap-metal jcah n't daisguisei the favctt thbawt , reahllly uw, ywet 've been here , dzdone thcata ."", {'total_alterations': 22, 'delete': 0, 'replace': 0, 'insert': 22})"
1,my big fat greek wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor . ,"('my ltbig fvaat gdrceek wedding usfkes sutereodtypes ynin a delfighgtful blfebnd of sweet romance anuud lovitnmgly dished outam huzlmor xv.', {'total_alterations': 26, 'delete': 0, 'replace': 0, 'insert': 26})"
