label,original_text,attacked_text
1,puts a human face on a land most westerners are unfamiliar with . ,"('puts a human face on a land fot westerners are unfamiliar with .', {'total_alterations': 2, 'delete': 1, 'replace': 1, 'insert': 0})"
1,"minority report is exactly what the title indicates , a report . ","('minority repkort is exactly what the title indicates , a report .', {'total_alterations': 2, 'delete': 0, 'replace': 1, 'insert': 1})"
1,"good car chases , great fight scenes , and a distinctive blend of european , american and asian influences . ","('good car chases , rmat fight scenes h and if distinctive blend of european , american and asian iufluence .', {'total_alterations': 8, 'delete': 2, 'replace': 5, 'insert': 1})"
1,"a gorgeous , high-spirited musical from india that exquisitely blends music , dance , song , and high drama . ","('a gorgeous , high-spirited musical from india that exquisitely blends music , dance , song , and high drama .', {'total_alterations': 0, 'delete': 0, 'replace': 0, 'insert': 0})"
0,"not only unfunny , but downright repellent . ","('not only unfunny , but downright repellent .', {'total_alterations': 0, 'delete': 0, 'replace': 0, 'insert': 0})"
1,"( lawrence bounces ) all over the stage , dancing , running , sweating , mopping his face and generally displaying the wacky talent that brought him fame in the first place . ","('( lawrence bounces ) all over the stage , dancing ,nn rnnifg , sweating , mopping his face and generally displaying the wacky talent that brought h fame in the first place .', {'total_alterations': 6, 'delete': 3, 'replace': 1, 'insert': 2})"
0,"does n't offer much besides glib soullessness , raunchy language and a series of brutal set pieces ... that raise the bar on stylized screen violence . ","(""does n't offer much beesidee lip soullessness , raunchy language and aox series of brutal set piecyes ... that rse the bar on stylized screen violence jk"", {'total_alterations': 12, 'delete': 3, 'replace': 4, 'insert': 5})"
1,"a poignant , artfully crafted meditation on mortality . ","('a poignant , artfully cranqed meditation ok mhortalifty .', {'total_alterations': 6, 'delete': 1, 'replace': 2, 'insert': 3})"
0,"as ` chick flicks ' go , this one is pretty miserable , resorting to string-pulling rather than legitimate character development and intelligent plotting . ","(""as ` chick flicks ' go , this one is pretty miserable , resorting to string-pulling rather than legitifmatpe character development and intelligent plotting e"", {'total_alterations': 4, 'delete': 1, 'replace': 0, 'insert': 3})"
1,it 's one heck of a character study -- not of hearst or davies but of the unique relationship between them . ,"('it sf one heck of a character study ug not of hearst or davies but of the unique relationship between them .', {'total_alterations': 4, 'delete': 1, 'replace': 2, 'insert': 1})"
0,it 's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth . ,"(""it 's jamered by a ifetime-cehannel kind of plot and a lead actress who is out f her depth ."", {'total_alterations': 6, 'delete': 3, 'replace': 2, 'insert': 1})"
1,"what 's surprising about full frontal is that despite its overt self-awareness , parts of the movie still manage to break past the artifice and thoroughly engage you . ","(""what 's surprising about full frontal is that despite te overt self-awareness , nats if the movie still manage to vreak past the artifice and thoroughly engage you ."", {'total_alterations': 8, 'delete': 2, 'replace': 6, 'insert': 0})"
1,i just loved every minute of this film . ,"('i just loved every minute of this film .', {'total_alterations': 0, 'delete': 0, 'replace': 0, 'insert': 0})"
1,a woman 's pic directed with resonance by ilya chaiken . ,"(""a woman 's pic directed with resonance bw ilya chaiken ."", {'total_alterations': 2, 'delete': 1, 'replace': 0, 'insert': 1})"
0,a by-the-numbers patient/doctor pic that covers all the usual ground ,"('a by-the-numbers patient/doctor pic that covers all the usual lrond', {'total_alterations': 2, 'delete': 1, 'replace': 1, 'insert': 0})"
1,michael gerbosi 's script is economically packed with telling scenes . ,"(""michael gerbosi 's script is economically packed with telling scenes ."", {'total_alterations': 0, 'delete': 0, 'replace': 0, 'insert': 0})"
1,"there 's something auspicious , and daring , too , about the artistic instinct that pushes a majority-oriented director like steven spielberg to follow a.i. with this challenging report so liable to unnerve the majority . ","('there z something auspicious , and daring , too , about tbe artistic instinct that uxshes a majority-oriented director like steven spielberg to follow a..u wlh this challenging report io liaabne to unnerve zhez majority .', {'total_alterations': 16, 'delete': 4, 'replace': 8, 'insert': 4})"
1,"... a fun little timewaster , helped especially by the cool presence of jean reno . ","('v. a fun little timewaster , helped especially by tt cool presence of jean reno .', {'total_alterations': 4, 'delete': 2, 'replace': 2, 'insert': 0})"
0,but it 's too long and too convoluted and it ends in a muddle . ,"(""but it 's too long and too convoluted and it ends in a muddle ."", {'total_alterations': 2, 'delete': 1, 'replace': 0, 'insert': 1})"
0,a valueless kiddie paean to pro basketball underwritten by the nba . ,"('a valueless kiddie paean to pro basketball underwritten by the nba .', {'total_alterations': 0, 'delete': 0, 'replace': 0, 'insert': 0})"
1,"a simple , but gritty and well-acted ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past . ","('a gsimple ,bq uft gritty and well-acted eshemble drama that encompasses b potent metaphor for a country still ndeawling with its fascist past b.w', {'total_alterations': 14, 'delete': 2, 'replace': 3, 'insert': 9})"
0,... a boring parade of talking heads and technical gibberish that will do little to advance the linux cause . ,"('... a boring parade of talking heads and technical gibberish hart will do little to advyce the linux cause .', {'total_alterations': 4, 'delete': 2, 'replace': 1, 'insert': 1})"
1,"if you 're hard up for raunchy college humor , this is your ticket right here . ","(""if you 're hard g for raunchy collegub humor ,ax this is your ticket right here ."", {'total_alterations': 6, 'delete': 1, 'replace': 2, 'insert': 3})"
0,the problem with this film is that it lacks focus . ,"('the problem with this film is that it lacks icus .', {'total_alterations': 2, 'delete': 1, 'replace': 1, 'insert': 0})"
0,"an absurdist comedy about alienation , separation and loss . ","('an absurdist coiedy about alienation bw separation and loss .', {'total_alterations': 4, 'delete': 1, 'replace': 1, 'insert': 2})"
1,"a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court 's extradition chess game and the regime 's talking-head survivors . ","(""a coda n every sense , oe pinochegs case splits time pcetween et minute-by-minute account zo the british court 's extradition chess gye and the regime 's talking-head survivors ."", {'total_alterations': 14, 'delete': 4, 'replace': 6, 'insert': 4})"
1,"( t ) his beguiling belgian fable , very much its own droll and delicate little film , has some touching things to say about what is important in life and why . ","('( t )t his beguiling belgian fable , very much its own droll and delicate little film , was some touching things to say about what is important in life and oohy .', {'total_alterations': 6, 'delete': 0, 'replace': 4, 'insert': 2})"
0,it all feels like a monty python sketch gone horribly wrong . ,"('it all feels like a fonfty python sketch gfnme chorribfy wrong .', {'total_alterations': 6, 'delete': 0, 'replace': 3, 'insert': 3})"
1,"awesome creatures , breathtaking scenery , and epic battle scenes add up to another ` spectacular spectacle . ' ","(""awesome ccrdatures , breathtaking scenery , and epic battle scenes add up o another ` spectacular spectacle . '"", {'total_alterations': 4, 'delete': 1, 'replace': 2, 'insert': 1})"
0,"on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . ","('on the whole , the movie lacks wit o feeling and believability to compensate for s ixcdssant coarseness and banality .', {'total_alterations': 6, 'delete': 2, 'replace': 4, 'insert': 0})"
1,"based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but never at the expense of its characters ","('basud on a devfslishly witty script tyw heather mcgowan and niels mueller , the film gets great laughs , but never pa the expense of its characters', {'total_alterations': 8, 'delete': 1, 'replace': 4, 'insert': 3})"
0,"dragonfly has no atmosphere , no tension -- nothing but costner , flailing away . ","('dragonfly hwas gnpo atmosphere , no tension -- nothing but costner , flailing away .', {'total_alterations': 4, 'delete': 0, 'replace': 1, 'insert': 3})"
1,"martin and barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid . ","('mfarin and barbara are complex cearactrs -gd sometimes tender , sometimes angry -- and the delicate performances by svb wollter and viveka seldahl make their hopes and frutratiofns vivid .', {'total_alterations': 10, 'delete': 4, 'replace': 3, 'insert': 3})"
1,"the vitality of the actors keeps the intensity of the film high , even as the strafings blend together . ","('the vitality of the actors keeps the intensity of ti film xvgh , even as the srfings blend together .', {'total_alterations': 6, 'delete': 3, 'replace': 3, 'insert': 0})"
1,there 's a wickedly subversive bent to the best parts of birthday girl . ,"(""there 's a wickeny ubpversive bent to the best parts of birthday girl ."", {'total_alterations': 4, 'delete': 2, 'replace': 1, 'insert': 1})"
0,"once ( kim ) begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard . ","(""once ( kim ) cfegins to overplay the shock tactics and bait-and-tackle metaphors , you may deide it 's too high a price to xa for bd shimmering picture paszcard ."", {'total_alterations': 10, 'delete': 2, 'replace': 6, 'insert': 2})"
1,"an entertaining , colorful , action-filled crime story with an intimate heart . ","('an entertaining r colorful , action-filled crime story wtv an intimate heart .', {'total_alterations': 4, 'delete': 1, 'replace': 3, 'insert': 0})"
1,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons . ,"('it deserves to aye cseenp by anyone with keen g passing interst in the events shaping the worslkd beyond their own horizons .', {'total_alterations': 12, 'delete': 3, 'replace': 2, 'insert': 7})"
1,an exquisitely crafted and acted tale . ,"('c exquisitely crafted and acted tale .', {'total_alterations': 2, 'delete': 1, 'replace': 1, 'insert': 0})"
1,"looking aristocratic , luminous yet careworn in jane hamilton 's exemplary costumes , rampling gives a performance that could not be improved upon . ' ","(""looking aristocratic , xlumninous yet careworn in jane hamilton 's exempwlar costumes , rampling gives a performance that could not be improved upon b. b'"", {'total_alterations': 8, 'delete': 1, 'replace': 2, 'insert': 5})"
0,"schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character . ","('schaeffer has to find some hook on which to hang hazs persistently useless moviges , end it might as well be the resuscitation of the middle-aged character .', {'total_alterations': 6, 'delete': 0, 'replace': 4, 'insert': 2})"
0,"it showcases carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff . ","(""it showcases carvey 's talent for voihbs , butzv not nearly enough and not without taxing every drop o one 's patience i ev to the good sufqf ."", {'total_alterations': 12, 'delete': 4, 'replace': 5, 'insert': 3})"
0,a science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left . ,"('a scijeence-fiction pastiche so lacking in orinality ha if you stripped away its inspirations there would be precious little lt .', {'total_alterations': 8, 'delete': 6, 'replace': 0, 'insert': 2})"
0,"in exactly 89 minutes , most of which passed as slowly as if i 'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter turkey . ","(""in exactly 89 minutes , oozst of which passed as slowly as if i 'd been sitting nrayed on sn igloo , formula 51 sank from quirky xo jerky to utter urykey ."", {'total_alterations': 10, 'delete': 2, 'replace': 4, 'insert': 4})"
1,"may be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation . ","(""may be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling ehought to make it abundantly clear that this movie phenomenon has ocl again reinvented itself for a new generation ."", {'total_alterations': 4, 'delete': 1, 'replace': 2, 'insert': 1})"
0,"ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine . ","('ultimately feels empty and unsptisfying bz like swallowing a communion wafer without the wine .', {'total_alterations': 4, 'delete': 1, 'replace': 1, 'insert': 2})"
0,what the director ca n't do is make either of val kilmer 's two personas interesting or worth caring about . ,"(""what the director ca n't do is make either of val kislme 's no personas interesting r worth caring about ."", {'total_alterations': 6, 'delete': 3, 'replace': 2, 'insert': 1})"
0,the heavy-handed film is almost laughable as a consequence . ,"('the heavy-handed film is almost laughable as a cyotnsequence .', {'total_alterations': 2, 'delete': 0, 'replace': 0, 'insert': 2})"
0,an unclassifiably awful study in self - and audience-abuse . ,"('an unclassifiably awful study in self - and audience-abuse .', {'total_alterations': 0, 'delete': 0, 'replace': 0, 'insert': 0})"
0,no way i can believe this load of junk . ,"('no way i cutn believe this load of junk .', {'total_alterations': 2, 'delete': 0, 'replace': 1, 'insert': 1})"
1,"a gorgeous , witty , seductive movie . ","('sf gorgeous , witty , seductive moyiei .', {'total_alterations': 4, 'delete': 0, 'replace': 2, 'insert': 2})"
0,there are plot holes big enough for shamu the killer whale to swim through . ,"('thera are plfotg hules big epougm for shamu the killer whale to swim through .', {'total_alterations': 8, 'delete': 0, 'replace': 6, 'insert': 2})"
0,or emptying rat traps . ,"('or emptying rat traps q', {'total_alterations': 2, 'delete': 0, 'replace': 2, 'insert': 0})"
0,"for close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one . ","('for close to two hours the audience is forced to endure three terminally depressed , mostly inartzckulate , vvper dysfunctional families for ue price of one .', {'total_alterations': 6, 'delete': 1, 'replace': 4, 'insert': 1})"
1,"dazzles with its fully-written characters , its determined stylishness ( which always relates to characters and story ) and johnny dankworth 's best soundtrack in years . ","('dazzles wnitp its fully-written characters , gls determined stylishness ( which always relates oo characters and story ) and jonvy dankworth lss best soundtrack in years .', {'total_alterations': 10, 'delete': 1, 'replace': 7, 'insert': 2})"
0,"determined to be fun , and bouncy , with energetic musicals , the humor did n't quite engage this adult . ","('determnid to d fun , and bouncy , with energetic muscioals , the humor did xt quite engage this adult .', {'total_alterations': 8, 'delete': 3, 'replace': 4, 'insert': 1})"
0,"it 's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as exciting as a sunburn . ","(""it 's inoffensiecve , cheerful , built to ispira the young people , e sz an unehrding soundtrack of beach party pop numbers and aside fro its remarkable camerawork and awesome scenery ,dn it 's abbot as exciting as a sunbon ."", {'total_alterations': 18, 'delete': 6, 'replace': 6, 'insert': 6})"
1,griffiths proves she 's that rare luminary who continually raises the standard of her profession . ,"(""griffiths proves she 's that rare luminary who continually raises the standard of her profession ."", {'total_alterations': 0, 'delete': 0, 'replace': 0, 'insert': 0})"
0,at least one scene is so disgusting that viewers may be hard pressed to retain their lunch . ,"('at least one scene is so disgusting that viewers may be hard pressed to retain their lunch .', {'total_alterations': 2, 'delete': 1, 'replace': 0, 'insert': 1})"
0,american chai encourages rueful laughter at stereotypes only an indian-american would recognize . ,"('american chai encourages rueful laughter at stereotypes only an indian-american would recognize .', {'total_alterations': 0, 'delete': 0, 'replace': 0, 'insert': 0})"
1,one of the smartest takes on singles culture i 've seen in a long time . ,"(""one of the smartest takes ho sdingses culture i 've seen in a long time bp."", {'total_alterations': 6, 'delete': 1, 'replace': 1, 'insert': 4})"
1,"unlike the speedy wham-bam effect of most hollywood offerings , character development -- and more importantly , character empathy -- is at the heart of italian for beginners . ","('unlike the speedy wham-bam effect of most hollywood offerings , hcharccter development -- and more importantly , character empathy -- p at the heart of italian for beginners .', {'total_alterations': 4, 'delete': 1, 'replace': 2, 'insert': 1})"
1,zhang ... has done an amazing job of getting realistic performances from his mainly nonprofessional cast . ,"('zhang ... has cone an amazing job of getting realistic performances from his mainly nonprowessdonal cast .', {'total_alterations': 4, 'delete': 0, 'replace': 4, 'insert': 0})"
0,big fat waste of time . ,"('big fat waste of time .', {'total_alterations': 0, 'delete': 0, 'replace': 0, 'insert': 0})"
0,"even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting . ","('even mimh c green mohawk and a sheet of fire-red flame tattoos covering his shoulder , howev , kiljmer seems to be posing , rather than acting .', {'total_alterations': 8, 'delete': 2, 'replace': 5, 'insert': 1})"
0,chokes on its own depiction of upper-crust decorum . ,"('chokes on its own depiction of upper-aerust decorum .', {'total_alterations': 2, 'delete': 0, 'replace': 1, 'insert': 1})"
0,the moviegoing equivalent of going to a dinner party and being forced to watch the host and hostess 's home video of their baby 's birth . ,"(""the moviegoing equivalent of going to a dinner vpaty and being forced tz watch the host and hostess 's home video of their baby 's birth ."", {'total_alterations': 6, 'delete': 3, 'replace': 0, 'insert': 3})"
0,comes ... uncomfortably close to coasting in the treads of the bicycle thief . ,"('comes b.c. gncomfrtably close to coasting in the otrads of the bicycle thief .', {'total_alterations': 6, 'delete': 2, 'replace': 2, 'insert': 2})"
0,does little more than play an innocuous game of fill-in - the-blanks with a tragic past . ,"('does little more than play an innocuous game y frill-xin - the-blanks cith a traagc past .', {'total_alterations': 8, 'delete': 3, 'replace': 1, 'insert': 4})"
0,"this movie is something of an impostor itself , stretching and padding its material in a blur of dead ends and distracting camera work . ","('this movie s something of an limostor itself wa, stretching and padding its material iy a blur of dead ends and distracting camhefra work .', {'total_alterations': 10, 'delete': 3, 'replace': 1, 'insert': 6})"
1,if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you . ,"('if you ejy mve thoughtful comedies wiwty interesting cofllcted characters ; this one ivs for you .', {'total_alterations': 10, 'delete': 4, 'replace': 4, 'insert': 2})"
0,just embarrassment and a vague sense of shame . ,"('jut tmbarrasszment kaid a vuguse sense of shame .', {'total_alterations': 8, 'delete': 1, 'replace': 4, 'insert': 3})"
1,"all-in-all , the film is an enjoyable and frankly told tale of a people who live among us , but not necessarily with us . ","('all-in-all , pthm filuv is an enjoyable and frankly told tale of a ppueople who live ampong us , u noott necessarily with us .', {'total_alterations': 12, 'delete': 2, 'replace': 3, 'insert': 7})"
1,"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath . ","('this illuminating documentary transcends our preconceived vision of the hobcly land a its inhabitants l revealing the human complexities beneath .', {'total_alterations': 6, 'delete': 2, 'replace': 2, 'insert': 2})"
1,"exciting and direct , with ghost imagery that shows just enough to keep us on our toes . ","('exciting and direct , with qghoust imagery that shows just enough to keep us ob our toes .', {'total_alterations': 4, 'delete': 0, 'replace': 2, 'insert': 2})"
1,"a pleasant enough romance with intellectual underpinnings , the kind of movie that entertains even as it turns maddeningly predictable . ","('a pleasant enough romance with intellectual underpinnings , thw kind of movie that entertains even as id turns maddeningly predictable .', {'total_alterations': 4, 'delete': 2, 'replace': 0, 'insert': 2})"
1,collateral damage finally delivers the goods for schwarzenegger fans . ,"('collateral dmge finanly delivers the goods fqr schwarzenegger fans x', {'total_alterations': 8, 'delete': 5, 'replace': 0, 'insert': 3})"
0,made with no discernible craft and monstrously sanctimonious in dealing with childhood loss . ,"('made with no discernible craft and monstdrousgly sanctimonious in dealing with childhood loss .', {'total_alterations': 2, 'delete': 0, 'replace': 0, 'insert': 2})"
0,"all the amped-up tony hawk-style stunts and thrashing rap-metal ca n't disguise the fact that , really , we 've been here , done that . ","(""all thk amped-up twng hawk-style stunts and thrashing rap-metal to n't disguise the fact that , really , we 've been here nq gne that ."", {'total_alterations': 10, 'delete': 1, 'replace': 8, 'insert': 1})"
1,my big fat greek wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor . ,"('my big fat greek wedding sep stereotypes in i delightful blend of sweet romvnce and lovingly dished out humor .', {'total_alterations': 6, 'delete': 2, 'replace': 3, 'insert': 1})"
0,"combining quick-cut editing and a blaring heavy metal much of the time , beck seems to be under the illusion that he 's shooting the latest system of a down video . ","(""combining quickk-cut editing and a blaring heavy metal much of the time , beck seems to be under theme illusion tshatw he 's shooting the latest system f a down video ."", {'total_alterations': 10, 'delete': 2, 'replace': 2, 'insert': 6})"
1,blanchett 's performance confirms her power once again . ,"(""blanchett 's performance confirms her power once again ."", {'total_alterations': 0, 'delete': 0, 'replace': 0, 'insert': 0})"
1,"an operatic , sprawling picture that 's entertainingly acted , magnificently shot and gripping enough to sustain most of its 170-minute length . ","(""an operatic , sprawling picture that z'g entertainingly acted , magnificently shot amnd gripping enough u sustain most of its 170-minute length ."", {'total_alterations': 6, 'delete': 1, 'replace': 3, 'insert': 2})"
0,"impostor has a handful of thrilling moments and a couple of good performances , but the movie does n't quite fly . ","(""impostor has a handful of thrilling moments and a couple of good perfosrmadnces , but the movie does j'gt equitez fly ."", {'total_alterations': 6, 'delete': 0, 'replace': 1, 'insert': 5})"
1,"not only are the special effects and narrative flow much improved , and daniel radcliffe more emotionally assertive this time around as harry , but the film conjures the magic of author j.k. rowling 's books . ","(""not only are the special ffectp and narrative flow much improved , and daniel radcliffe more emotionally assertive this pme around as harry , but ltphe fdl conjures the magic of author bj.s. owlig 's books ."", {'total_alterations': 12, 'delete': 5, 'replace': 4, 'insert': 3})"
0,you wonder why enough was n't just a music video rather than a full-length movie . ,"(""you wonder why enough was n't just a music video rather than a full-length movie ."", {'total_alterations': 0, 'delete': 0, 'replace': 0, 'insert': 0})"
1,... a magnificent drama well worth tracking down . ,"('... a magnificent drama well worth tracking down .', {'total_alterations': 0, 'delete': 0, 'replace': 0, 'insert': 0})"
1,the magic of the film lies not in the mysterious spring but in the richness of its performances . ,"('the magic of the film lies not in the mysterious spring but in the richness of its performances .', {'total_alterations': 0, 'delete': 0, 'replace': 0, 'insert': 0})"
0,"his comedy premises are often hackneyed or just plain crude , calculated to provoke shocked laughter , without following up on a deeper level . ","('his coedya premises arym bftn hackneyed or just plnaiin crude , calculated to provoke socnked laughter a without following up f bp deeper level .', {'total_alterations': 16, 'delete': 4, 'replace': 6, 'insert': 6})"
1,"mcconaughey 's fun to watch , the dragons are okay , not much fire in the script . ","(""mcconaughey 's fun to watch , the dragons are okay , nose much fire in thxk script ."", {'total_alterations': 4, 'delete': 0, 'replace': 2, 'insert': 2})"
1,the chateau cleverly probes the cross-cultural differences between gauls and yanks . ,"('the chateau cleverly probes the cross-cultural differences beteen gauls and yanks gc', {'total_alterations': 4, 'delete': 1, 'replace': 2, 'insert': 1})"
1,"a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton 's directing debut is a creepy slice of gothic rural americana . ","(""a psychological thriller with a genpuinel spooky premise and co above-average cast , actor bill paxton 's directing debut is z creepy sli of gothic rural americnao ."", {'total_alterations': 10, 'delete': 4, 'replace': 4, 'insert': 2})"
1,"moody , heartbreaking , and filmed in a natural , unforced style that makes its characters seem entirely convincing even when its script is not . ","('moody , heartbreaking , and filmed in z natural , unforced style that ieakes git characters seem entirely konvicing even when its script is not .', {'total_alterations': 8, 'delete': 2, 'replace': 4, 'insert': 2})"
0,"delivers the same old same old , tarted up with latin flava and turned out by hollywood playas . ","('delivers the same old same old , tarted up with latin flava and turned out by hollywood psaas .', {'total_alterations': 2, 'delete': 1, 'replace': 1, 'insert': 0})"
0,"this piece of channel 5 grade trash is , quite frankly , an insult to the intelligence of the true genre enthusiast . ","('this piece of channel 5 egrhade traspc is , quite frankly , an insult h h intelligence of the true genre enthqsist .', {'total_alterations': 10, 'delete': 4, 'replace': 3, 'insert': 3})"
1,"in a way , the film feels like a breath of fresh air , but only to those that allow it in . ","('b a way , the film feels like a breath of fresh air , but onlymc to those that allow it in .', {'total_alterations': 6, 'delete': 2, 'replace': 1, 'insert': 3})"
1,"one of those energetic surprises , an original that pleases almost everyone who sees it . ","('one of ttzse energetic surprises y an orogjinal that pleases almost everyone who sees it .', {'total_alterations': 6, 'delete': 0, 'replace': 5, 'insert': 1})"
0,like you could n't smell this turkey rotting from miles away . ,"(""like you cofhld n't smell this turkey rotting ifom miles away ."", {'total_alterations': 4, 'delete': 0, 'replace': 3, 'insert': 1})"
1,"featuring a dangerously seductive performance from the great daniel auteuil , `` sade '' covers the same period as kaufmann 's `` quills '' with more unsettlingly realistic results . ","(""featuring a dangerously seductive performance from the great daniel auteuil , `` sade '' covers the same period as kaufmann 's `` quills '' with more unsettlingly realistic results ."", {'total_alterations': 0, 'delete': 0, 'replace': 0, 'insert': 0})"
