label,original_text,attacked_text
1,michael gerbosi 's script is economically packed with telling scenes . ,"(""michael erboi 's script i economically pakd with telling scenes ."", {'total_alterations': 5, 'delete': 5, 'replace': 0, 'insert': 0})"
1,"there 's something auspicious , and daring , too , about the artistic instinct that pushes a majority-oriented director like steven spielberg to follow a.i. with this challenging report so liable to unnerve the majority . ","(""there 's something auspicio , and daring , o , about h artsic instinct that pues a majority-oriented director like steven spelbrg o follow a.i. with this challenging report so liable o unnerve the majority ."", {'total_alterations': 14, 'delete': 14, 'replace': 0, 'insert': 0})"
1,"... a fun little timewaster , helped especially by the cool presence of jean reno . ","('... a fun little timewaster , help especially by the cool presence of jean reno .', {'total_alterations': 2, 'delete': 2, 'replace': 0, 'insert': 0})"
0,but it 's too long and too convoluted and it ends in a muddle . ,"(""but it 's too long and too convoluted and it es in a muddle ."", {'total_alterations': 2, 'delete': 2, 'replace': 0, 'insert': 0})"
0,a valueless kiddie paean to pro basketball underwritten by the nba . ,"('a valueless kiddie paean to pro basketball ndewritten by the nba .', {'total_alterations': 2, 'delete': 2, 'replace': 0, 'insert': 0})"
1,"a simple , but gritty and well-acted ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past . ","('a simple , t gritty and well-acted ensemble drama ta encompasses a potent metaphor for a country tll dealing with its fascist past .', {'total_alterations': 6, 'delete': 6, 'replace': 0, 'insert': 0})"
0,... a boring parade of talking heads and technical gibberish that will do little to advance the linux cause . ,"('... a boring parade of talking heads a technical gibberish at will do little to advance t linux cause .', {'total_alterations': 6, 'delete': 6, 'replace': 0, 'insert': 0})"
1,"if you 're hard up for raunchy college humor , this is your ticket right here . ","(""f you 're hard up for raunchy college hmr , this is your ticket right ee ."", {'total_alterations': 5, 'delete': 5, 'replace': 0, 'insert': 0})"
0,the problem with this film is that it lacks focus . ,"('the problem with is film is that it lacks focus .', {'total_alterations': 2, 'delete': 2, 'replace': 0, 'insert': 0})"
0,"an absurdist comedy about alienation , separation and loss . ","('an absdist comedy about alienation , separation a loss .', {'total_alterations': 4, 'delete': 4, 'replace': 0, 'insert': 0})"
1,"a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court 's extradition chess game and the regime 's talking-head survivors . ","(""a coda in every sense , h pinochet case splits time between a minute-by-minute account of the british court 's extradition chess game and the regime 's alking-ead survivors ."", {'total_alterations': 4, 'delete': 4, 'replace': 0, 'insert': 0})"
1,"( t ) his beguiling belgian fable , very much its own droll and delicate little film , has some touching things to say about what is important in life and why . ","('( t ) his beguiling belgian fable , very much its w droll and delicate little film , has sm touching things to say about what i impoant in life and why .', {'total_alterations': 7, 'delete': 7, 'replace': 0, 'insert': 0})"
0,it all feels like a monty python sketch gone horribly wrong . ,"('it all feels like a monty yhon sketch gone hrribl wrong .', {'total_alterations': 4, 'delete': 4, 'replace': 0, 'insert': 0})"
1,"awesome creatures , breathtaking scenery , and epic battle scenes add up to another ` spectacular spectacle . ' ","(""awesome creatures , breathtaking scenery , and pi battle scenes add up to another ` spectacular spctale . '"", {'total_alterations': 4, 'delete': 4, 'replace': 0, 'insert': 0})"
0,"on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . ","('on the whole , the movie acs wit , feeling d believability to cmpnsate for its incessant coarseness and banality .', {'total_alterations': 6, 'delete': 6, 'replace': 0, 'insert': 0})"
1,"based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but never at the expense of its characters ","('based on a devilishly witty script by heather mcgowan and niels mueller , the fl gets great laughs , but never at the expense o its characters', {'total_alterations': 3, 'delete': 3, 'replace': 0, 'insert': 0})"
0,"dragonfly has no atmosphere , no tension -- nothing but costner , flailing away . ","('dragonfly has no atmosphere , no esion -- nothing but costner , flailing away .', {'total_alterations': 2, 'delete': 2, 'replace': 0, 'insert': 0})"
1,"martin and barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid . ","('martin and barbara are complex haractes -- sometim tender , sometimes angry -- and the delicate performances b en wollter and viveka seldahl make their hopes and frustrations vivid .', {'total_alterations': 7, 'delete': 7, 'replace': 0, 'insert': 0})"
1,"the vitality of the actors keeps the intensity of the film high , even as the strafings blend together . ","('the vitality of the actors keeps the intensity of the film high , even as the strafings blend toeher .', {'total_alterations': 2, 'delete': 2, 'replace': 0, 'insert': 0})"
1,there 's a wickedly subversive bent to the best parts of birthday girl . ,"(""there 's a wickedly subversive bent to the best parts o birthday gl ."", {'total_alterations': 3, 'delete': 3, 'replace': 0, 'insert': 0})"
0,"once ( kim ) begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard . ","(""once ( kim ) begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcd ."", {'total_alterations': 2, 'delete': 2, 'replace': 0, 'insert': 0})"
1,"an entertaining , colorful , action-filled crime story with an intimate heart . ","('an entertaining , colorful , action-fild crime story wh an intimate heart .', {'total_alterations': 4, 'delete': 4, 'replace': 0, 'insert': 0})"
1,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons . ,"('it deserves to be seen by anyone with even a passing interest in the events sping the world byod their own horizons .', {'total_alterations': 4, 'delete': 4, 'replace': 0, 'insert': 0})"
1,an exquisitely crafted and acted tale . ,"('an exquisitely crafted d acted tale .', {'total_alterations': 2, 'delete': 2, 'replace': 0, 'insert': 0})"
1,"looking aristocratic , luminous yet careworn in jane hamilton 's exemplary costumes , rampling gives a performance that could not be improved upon . ' ","(""oking aristocratic , luminous yet careworn in jane hamilton 's exemplary costumes , rampling gives a performance ha could not be improved upon . '"", {'total_alterations': 4, 'delete': 4, 'replace': 0, 'insert': 0})"
0,"schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character . ","('schaeffer has to find some ho on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character .', {'total_alterations': 2, 'delete': 2, 'replace': 0, 'insert': 0})"
0,"it showcases carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff . ","(""it showcases carvey 's talent for voices , but not nearly enough and not without taxing every drop o one 's patience to get to h good stuff ."", {'total_alterations': 3, 'delete': 3, 'replace': 0, 'insert': 0})"
0,a science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left . ,"('a science-fiction pastiche so lacking in originality that i you stripped away its inspirations there would be precious little left .', {'total_alterations': 1, 'delete': 1, 'replace': 0, 'insert': 0})"
0,"in exactly 89 minutes , most of which passed as slowly as if i 'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter turkey . ","(""in exactly 89 minutes , most of which passed s slowly as if i 'd been sitting naked on an igloo , formula 51 sank from quirky o jerky to utter turkey ."", {'total_alterations': 2, 'delete': 2, 'replace': 0, 'insert': 0})"
1,"may be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation . ","(""may e r from the best of the series , t i 's assured , wonderfully respectful of its past and thrilling enough to make i abundantly clear that this movie phenomenon has once again reinvented itself for a n enration ."", {'total_alterations': 11, 'delete': 11, 'replace': 0, 'insert': 0})"
0,"ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine . ","('ultimately feels empty and unsatisfying , like swalowig a communion waf without e in .', {'total_alterations': 8, 'delete': 8, 'replace': 0, 'insert': 0})"
0,what the director ca n't do is make either of val kilmer 's two personas interesting or worth caring about . ,"(""wa the diecor ca n't do s mk either of v kilmer 's two personas interesting or worth caring about ."", {'total_alterations': 9, 'delete': 9, 'replace': 0, 'insert': 0})"
0,the heavy-handed film is almost laughable as a consequence . ,"('the heav-handd film is almost laughable as a consequence .', {'total_alterations': 2, 'delete': 2, 'replace': 0, 'insert': 0})"
0,an unclassifiably awful study in self - and audience-abuse . ,"('a unclassifiably awl study in self - d adiene-abuse .', {'total_alterations': 7, 'delete': 7, 'replace': 0, 'insert': 0})"
0,no way i can believe this load of junk . ,"('no way i can believe this load of junk .', {'total_alterations': 0, 'delete': 0, 'replace': 0, 'insert': 0})"
1,"a gorgeous , witty , seductive movie . ","('a gorgeous , witty , seductive mvi .', {'total_alterations': 2, 'delete': 2, 'replace': 0, 'insert': 0})"
0,there are plot holes big enough for shamu the killer whale to swim through . ,"('tee are plot holes big enough for shamu the killer whale to swim through .', {'total_alterations': 2, 'delete': 2, 'replace': 0, 'insert': 0})"
0,or emptying rat traps . ,"('or emptying rat traps .', {'total_alterations': 0, 'delete': 0, 'replace': 0, 'insert': 0})"
0,"for close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one . ","('for close to o hours t audience is forced to endure tee terminally dpresed , mostly inarticulate , hyper dysfunctional families for the price f one .', {'total_alterations': 9, 'delete': 9, 'replace': 0, 'insert': 0})"
1,"dazzles with its fully-written characters , its determined stylishness ( which always relates to characters and story ) and johnny dankworth 's best soundtrack in years . ","(""dazzles with its fully-written characters , its determined stylishness ( which alws relates to characters d story ) and johnny dankworth 's best soundtrack in years ."", {'total_alterations': 4, 'delete': 4, 'replace': 0, 'insert': 0})"
0,"determined to be fun , and bouncy , with energetic musicals , the humor did n't quite engage this adult . ","(""determined to be fun , and bouncy , wt energetic musicals , the humor did n't quite engage this adl ."", {'total_alterations': 4, 'delete': 4, 'replace': 0, 'insert': 0})"
0,"it 's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as exciting as a sunburn . ","(""it ' inoffensive , heerfu , built to inspire the young pele , set o an unendg soundtrack of beach party o numbers and aside from its remarkable camerawork d awesome scenery , it 's aou as exciting as a sunbr ."", {'total_alterations': 16, 'delete': 16, 'replace': 0, 'insert': 0})"
1,griffiths proves she 's that rare luminary who continually raises the standard of her profession . ,"(""griffiths prve she 's at rare luminary who continually raises the standard of her profession ."", {'total_alterations': 4, 'delete': 4, 'replace': 0, 'insert': 0})"
0,at least one scene is so disgusting that viewers may be hard pressed to retain their lunch . ,"('at least one cen i so disgusting that viewers may be hard pressed to rain thr lunch .', {'total_alterations': 7, 'delete': 7, 'replace': 0, 'insert': 0})"
0,american chai encourages rueful laughter at stereotypes only an indian-american would recognize . ,"('american chai encourages rueful laughter at stereotypes only n indian-american would recognize .', {'total_alterations': 1, 'delete': 1, 'replace': 0, 'insert': 0})"
1,one of the smartest takes on singles culture i 've seen in a long time . ,"('one of the smaret takes on singles cltre i v seen in a og time .', {'total_alterations': 8, 'delete': 8, 'replace': 0, 'insert': 0})"
1,"unlike the speedy wham-bam effect of most hollywood offerings , character development -- and more importantly , character empathy -- is at the heart of italian for beginners . ","('unlike the speedy wham-bam effect o most hollywood offerings , haracer development - and more impoantly , character empathy -- is at the heart of italian for beinner .', {'total_alterations': 8, 'delete': 8, 'replace': 0, 'insert': 0})"
1,zhang ... has done an amazing job of getting realistic performances from his mainly nonprofessional cast . ,"('zhang ... has done an amazing job f getting realist performances from s mainly nonprofessional cast .', {'total_alterations': 5, 'delete': 5, 'replace': 0, 'insert': 0})"
0,big fat waste of time . ,"('big fat waste of time .', {'total_alterations': 0, 'delete': 0, 'replace': 0, 'insert': 0})"
0,"even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting . ","('vn with a green mohawk a a sheet f fire-red flame tattoos covering his shoulder , howvr , kilmer seems t e posing , rather than acting .', {'total_alterations': 9, 'delete': 9, 'replace': 0, 'insert': 0})"
0,chokes on its own depiction of upper-crust decorum . ,"('chokes on its own depiction of upper-crust decorum .', {'total_alterations': 0, 'delete': 0, 'replace': 0, 'insert': 0})"
0,the moviegoing equivalent of going to a dinner party and being forced to watch the host and hostess 's home video of their baby 's birth . ,"(""the moviegoing equivalent of going to a dinner party and being forced to watch the host and hostess 's home ieo of their baby ' birth ."", {'total_alterations': 3, 'delete': 3, 'replace': 0, 'insert': 0})"
0,comes ... uncomfortably close to coasting in the treads of the bicycle thief . ,"('comes ... uncomfortably close to coatin i the teds o h bicycle thief .', {'total_alterations': 8, 'delete': 8, 'replace': 0, 'insert': 0})"
0,does little more than play an innocuous game of fill-in - the-blanks with a tragic past . ,"('does little me hn play a innocuous game of fill-in - theblank with a tragic past .', {'total_alterations': 7, 'delete': 7, 'replace': 0, 'insert': 0})"
0,"this movie is something of an impostor itself , stretching and padding its material in a blur of dead ends and distracting camera work . ","('this movie is something of an impostor itself , stretching and padding its ateial in a bu of dead ends and distracting aera work .', {'total_alterations': 6, 'delete': 6, 'replace': 0, 'insert': 0})"
1,if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you . ,"('if you enjoy more thougtfl comies with interesti cnficted characters ; this one is for you .', {'total_alterations': 8, 'delete': 8, 'replace': 0, 'insert': 0})"
0,just embarrassment and a vague sense of shame . ,"('just emarrassmen and a vague sense of shame .', {'total_alterations': 2, 'delete': 2, 'replace': 0, 'insert': 0})"
1,"all-in-all , the film is an enjoyable and frankly told tale of a people who live among us , but not necessarily with us . ","('all-in-all , the film i an enjoyable and frankly told tale of a pepe who live among us , but o necessarily with us .', {'total_alterations': 5, 'delete': 5, 'replace': 0, 'insert': 0})"
1,"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath . ","('this illuminating documentary transcends our preconceived visn of the holy land and its inhabitants , revealing the human complexities beneath .', {'total_alterations': 2, 'delete': 2, 'replace': 0, 'insert': 0})"
1,"exciting and direct , with ghost imagery that shows just enough to keep us on our toes . ","('exciting and iret , it ghost imagery that shows just enough to keep us on our toes .', {'total_alterations': 4, 'delete': 4, 'replace': 0, 'insert': 0})"
1,"a pleasant enough romance with intellectual underpinnings , the kind of movie that entertains even as it turns maddeningly predictable . ","('a pleasant enough romance th intellectual underpinnings , t kind of movie that enrtains even as it turns maddeningly predictable .', {'total_alterations': 6, 'delete': 6, 'replace': 0, 'insert': 0})"
1,collateral damage finally delivers the goods for schwarzenegger fans . ,"('colltera dame finally delivers the goods o schwarzenegger fans .', {'total_alterations': 6, 'delete': 6, 'replace': 0, 'insert': 0})"
0,made with no discernible craft and monstrously sanctimonious in dealing with childhood loss . ,"('ma with no discernible craft and mostrouly sanctimonious in dealn with childhood loss .', {'total_alterations': 6, 'delete': 6, 'replace': 0, 'insert': 0})"
0,"all the amped-up tony hawk-style stunts and thrashing rap-metal ca n't disguise the fact that , really , we 've been here , done that . ","(""all the amped-up tony hawk-style stunts and trahing rap-metal ca n't disguise the fact that , really , we 've been here , done that ."", {'total_alterations': 2, 'delete': 2, 'replace': 0, 'insert': 0})"
1,my big fat greek wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor . ,"('my big fat greek wedding uses tereotyps in a delightful blend of sweet romce and lovingly dished out humor .', {'total_alterations': 4, 'delete': 4, 'replace': 0, 'insert': 0})"
0,"combining quick-cut editing and a blaring heavy metal much of the time , beck seems to be under the illusion that he 's shooting the latest system of a down video . ","(""combining qik-cut editing and a blaring heavy metal much of the time , beck seems to be under the illusion that he 's shooting the latest system o a down video ."", {'total_alterations': 3, 'delete': 3, 'replace': 0, 'insert': 0})"
1,blanchett 's performance confirms her power once again . ,"(""blanchett 's performance confirms her power once again ."", {'total_alterations': 0, 'delete': 0, 'replace': 0, 'insert': 0})"
1,"an operatic , sprawling picture that 's entertainingly acted , magnificently shot and gripping enough to sustain most of its 170-minute length . ","(""an operatic , sprawling picture that 's etetainingly acted , magnificently shot and riping enough to sustain ot of its 170-minute length ."", {'total_alterations': 6, 'delete': 6, 'replace': 0, 'insert': 0})"
0,"impostor has a handful of thrilling moments and a couple of good performances , but the movie does n't quite fly . ","(""impostor h a ndful of thrilling moments and a couple of good performances , but the movie does n't quite fly ."", {'total_alterations': 4, 'delete': 4, 'replace': 0, 'insert': 0})"
1,"not only are the special effects and narrative flow much improved , and daniel radcliffe more emotionally assertive this time around as harry , but the film conjures the magic of author j.k. rowling 's books . ","(""not only are the special effects and narrative flow much improved , n dail radcliffe more emotionally assertive this time around as harry , but t film conjures the magic of author j.k. rowling 's books ."", {'total_alterations': 6, 'delete': 6, 'replace': 0, 'insert': 0})"
0,you wonder why enough was n't just a music video rather than a full-length movie . ,"(""you wonder why enough was n't just a music video rather tn a full-length movie ."", {'total_alterations': 2, 'delete': 2, 'replace': 0, 'insert': 0})"
1,... a magnificent drama well worth tracking down . ,"('... a magnificent drama well worth tacing down .', {'total_alterations': 2, 'delete': 2, 'replace': 0, 'insert': 0})"
1,the magic of the film lies not in the mysterious spring but in the richness of its performances . ,"('h magic of the film lies not in the mysterious ring but in t riches f its performances .', {'total_alterations': 9, 'delete': 9, 'replace': 0, 'insert': 0})"
0,"his comedy premises are often hackneyed or just plain crude , calculated to provoke shocked laughter , without following up on a deeper level . ","('his comedy premises are often hackneyed or just lin crude , calculated o provoke shocked aughte , without following up on a deeper level .', {'total_alterations': 5, 'delete': 5, 'replace': 0, 'insert': 0})"
1,"mcconaughey 's fun to watch , the dragons are okay , not much fire in the script . ","(""mconughey ' fun to watch , the dragons are okay , not much fire in the script ."", {'total_alterations': 3, 'delete': 3, 'replace': 0, 'insert': 0})"
1,the chateau cleverly probes the cross-cultural differences between gauls and yanks . ,"('the chateau cleverly prob the crosscltural differences between gauls and yanks .', {'total_alterations': 4, 'delete': 4, 'replace': 0, 'insert': 0})"
1,"a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton 's directing debut is a creepy slice of gothic rural americana . ","(""a psychological thriller with a genuinely spooky premise and n above-average cast , actor bill paxton 's directing debut is a ceey slice of gothic rural americana ."", {'total_alterations': 3, 'delete': 3, 'replace': 0, 'insert': 0})"
1,"moody , heartbreaking , and filmed in a natural , unforced style that makes its characters seem entirely convincing even when its script is not . ","('moody , heartbreaking , and filmed n a natural , unforced style that makes s characters em entirely convincing even when its script is not .', {'total_alterations': 5, 'delete': 5, 'replace': 0, 'insert': 0})"
0,"delivers the same old same old , tarted up with latin flava and turned out by hollywood playas . ","('delivers the same l same old , tarted up with latin flava and urne out by hollywood playas .', {'total_alterations': 4, 'delete': 4, 'replace': 0, 'insert': 0})"
0,"this piece of channel 5 grade trash is , quite frankly , an insult to the intelligence of the true genre enthusiast . ","('this ice of channel 5 grade trash is , quite frankly , an insult to the intelligence of the true genre enthusiast .', {'total_alterations': 2, 'delete': 2, 'replace': 0, 'insert': 0})"
1,"in a way , the film feels like a breath of fresh air , but only to those that allow it in . ","('in a way , the film feels like a breath o fresh air , but only to those that allow it n .', {'total_alterations': 2, 'delete': 2, 'replace': 0, 'insert': 0})"
1,"one of those energetic surprises , an original that pleases almost everyone who sees it . ","('n of hoe engetic sprises , an original ha leaes almost everyone who sees it .', {'total_alterations': 12, 'delete': 12, 'replace': 0, 'insert': 0})"
0,like you could n't smell this turkey rotting from miles away . ,"(""like you could n't smell this turkey rotting from miles away ."", {'total_alterations': 0, 'delete': 0, 'replace': 0, 'insert': 0})"
1,"featuring a dangerously seductive performance from the great daniel auteuil , `` sade '' covers the same period as kaufmann 's `` quills '' with more unsettlingly realistic results . ","(""featuring a dangerously sedctve performance from the great daniel auteuil , `` sa ' covers the same peod as kaufmann 's `` quills '' with more unsettlingly realistic results ."", {'total_alterations': 7, 'delete': 7, 'replace': 0, 'insert': 0})"
0,"if the first men in black was money , the second is small change . ","('f the first e in black was money , the second is small change .', {'total_alterations': 3, 'delete': 3, 'replace': 0, 'insert': 0})"
0,it seems to me the film is about the art of ripping people off without ever letting them consciously know you have done so ,"('it seems o me the film i about the art of ripping peop off without ever letting them consciously know you have done so', {'total_alterations': 4, 'delete': 4, 'replace': 0, 'insert': 0})"
1,"on this tricky topic , tadpole is very much a step in the right direction , with its blend of frankness , civility and compassion . ","('on this tricky topic , tadpole is very much a step in the rht direction , with its blend of frankness , cvilit and compassion .', {'total_alterations': 4, 'delete': 4, 'replace': 0, 'insert': 0})"
