label,original_text,attacked_text
1,"awesome creatures , breathtaking scenery , and epic battle scenes add up to another ` spectacular spectacle . ' ","(""awesome creatures , breathtaking scenery , and epic baxttmle sceds dd up to another ` spectacular spectacle . '"", {'total_alterations': 6, 'delete': 2, 'replace': 2, 'insert': 2})"
0,"on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . ","('on the whole , the mohe lacjk wit , feeling and believability to compensate for its incessant coarseness eani banality .', {'total_alterations': 6, 'delete': 2, 'replace': 2, 'insert': 2})"
1,"based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but never at the expense of its characters ","('based on a devilishly witty script by hethoer mckgofwan and niels mueller , the film gets great laughs t but never at the expense of its characters', {'total_alterations': 6, 'delete': 1, 'replace': 2, 'insert': 3})"
0,"dragonfly has no atmosphere , no tension -- nothing but costner , flailing away . ","('dragonfly has no sgatmosphere ,xq no tension -- nothing but costner , flailing away .', {'total_alterations': 4, 'delete': 0, 'replace': 0, 'insert': 4})"
1,"martin and barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid . ","('martin and barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustraion vivid .', {'total_alterations': 2, 'delete': 2, 'replace': 0, 'insert': 0})"
1,"the vitality of the actors keeps the intensity of the film high , even as the strafings blend together . ","('the vitality of the actors khees the intensity aod the film high , even as the strafings blend together fr.', {'total_alterations': 6, 'delete': 1, 'replace': 1, 'insert': 4})"
1,there 's a wickedly subversive bent to the best parts of birthday girl . ,"(""there 's a wickbedlfy skbversie bent to tgfe best parts of birftsday girl ."", {'total_alterations': 8, 'delete': 1, 'replace': 3, 'insert': 4})"
0,"once ( kim ) begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard . ","(""once ( kim ) ibegkins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard ."", {'total_alterations': 2, 'delete': 0, 'replace': 0, 'insert': 2})"
1,"an entertaining , colorful , action-filled crime story with an intimate heart . ","('an entertaining , colorful , action-filled crime story with an intimate heart .', {'total_alterations': 0, 'delete': 0, 'replace': 0, 'insert': 0})"
1,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons . ,"('ftg deserves to o rexn by anyone with even b passing interest in the events shaping the world beyond their own horizons .', {'total_alterations': 10, 'delete': 3, 'replace': 4, 'insert': 3})"
1,an exquisitely crafted and acted tale . ,"('an exquisitely crafted and acted tale .', {'total_alterations': 0, 'delete': 0, 'replace': 0, 'insert': 0})"
1,"looking aristocratic , luminous yet careworn in jane hamilton 's exemplary costumes , rampling gives a performance that could not be improved upon . ' ","(""lokinr aristocratic , luminous yet careworn in jane hamilton s exemplary costumes , rampling gives ey performance that could not be improved upon . '"", {'total_alterations': 6, 'delete': 2, 'replace': 3, 'insert': 1})"
0,"schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character . ","('chneffer has to find some hook on whinh twh ranr his persistently useless movies b and it might as well be the resuscitation of the middle-aged character xh.', {'total_alterations': 12, 'delete': 1, 'replace': 8, 'insert': 3})"
0,"it showcases carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff . ","(""it showcases carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff ."", {'total_alterations': 2, 'delete': 1, 'replace': 0, 'insert': 1})"
0,a science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left . ,"('a science-fiction pastiche so lacking in originality that if you stripped away its ispirationbs there would be precious little lebv .', {'total_alterations': 4, 'delete': 1, 'replace': 2, 'insert': 1})"
0,"in exactly 89 minutes , most of which passed as slowly as if i 'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter turkey . ","(""ar exactly 8d9n minutes , most of which passed as sloswy as if i 'd been sitting akep on qnz igloo , formula 51 sank from quirky to jerky to utter turkey ."", {'total_alterations': 10, 'delete': 2, 'replace': 4, 'insert': 4})"
1,"may be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation . ","('aym be far from the best of the series , but it bs assured , wonderfully respectful of its prs and thrilling enough to mwe it abundantly clear that this mode phenomeon h once xsgain reinvented itself for a new geneatizn ot', {'total_alterations': 20, 'delete': 9, 'replace': 7, 'insert': 4})"
0,"ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine . ","('ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine .', {'total_alterations': 0, 'delete': 0, 'replace': 0, 'insert': 0})"
0,what the director ca n't do is make either of val kilmer 's two personas interesting or worth caring about . ,"(""what the director ca n't do is make either of val kilmer 'wg twhv personas interesting or worth caring about ."", {'total_alterations': 4, 'delete': 0, 'replace': 2, 'insert': 2})"
0,the heavy-handed film is almost laughable as a consequence . ,"('the heavy-handed film is almosct aughble as a consequence .', {'total_alterations': 4, 'delete': 2, 'replace': 1, 'insert': 1})"
0,an unclassifiably awful study in self - and audience-abuse . ,"('an unclassifiably aoul study in self - and audience-abuse .', {'total_alterations': 2, 'delete': 1, 'replace': 1, 'insert': 0})"
0,no way i can believe this load of junk . ,"('no way l can believe this oakd of vjunkh .', {'total_alterations': 6, 'delete': 2, 'replace': 0, 'insert': 4})"
1,"a gorgeous , witty , seductive movie . ","('a gorgeous , witty , seductive movie .', {'total_alterations': 0, 'delete': 0, 'replace': 0, 'insert': 0})"
0,there are plot holes big enough for shamu the killer whale to swim through . ,"('there are plot holes big senugh flo shtaqmu the killer whte to swim through .', {'total_alterations': 8, 'delete': 3, 'replace': 1, 'insert': 4})"
0,or emptying rat traps . ,"('or emstying rat traps .', {'total_alterations': 2, 'delete': 0, 'replace': 2, 'insert': 0})"
0,"for close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one . ","('for close to two hours ta audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfnctonal families for the price of one .', {'total_alterations': 4, 'delete': 3, 'replace': 1, 'insert': 0})"
1,"dazzles with its fully-written characters , its determined stylishness ( which always relates to characters and story ) and johnny dankworth 's best soundtrack in years . ","(""dazzles with its fully-written characters , its determined stylishness ( which yways relates to characters and story ) and johnny dankworth 's best soundtrack in years ."", {'total_alterations': 2, 'delete': 1, 'replace': 1, 'insert': 0})"
0,"determined to be fun , and bouncy , with energetic musicals , the humor did n't quite engage this adult . ","(""determined to be fun , and bouncy ,be with energtpic mmsicams , the humor did n't quite engagceu this adult ni"", {'total_alterations': 10, 'delete': 1, 'replace': 3, 'insert': 6})"
0,"it 's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as exciting as a sunburn . ","(""it 's inoffensive d,v cheerful , bouglt to inspire the young people , lef ao an unendna soundtrack of beach ary uep numbers tld aside from its remarkable camerawork and aweso scenery , it y about agg exciting as pa sunburn ml."", {'total_alterations': 26, 'delete': 6, 'replace': 13, 'insert': 7})"
1,griffiths proves she 's that rare luminary who continually raises the standard of her profession . ,"(""griffiths proves she 's that rare luminary o continually raises the standard of her profession ."", {'total_alterations': 2, 'delete': 2, 'replace': 0, 'insert': 0})"
0,at least one scene is so disgusting that viewers may be hard pressed to retain their lunch . ,"('at least rne scene is so disgusting that viewers may be hard pressed to jetaix their unh .', {'total_alterations': 6, 'delete': 3, 'replace': 2, 'insert': 1})"
0,american chai encourages rueful laughter at stereotypes only an indian-american would recognize . ,"('american chai encourages kruxeful laughter at stereotpues only an indian-american would hbrecognize rf', {'total_alterations': 10, 'delete': 2, 'replace': 1, 'insert': 7})"
1,one of the smartest takes on singles culture i 've seen in a long time . ,"(""one of the smartest takes on singles culture i 've seen icy a loog time ."", {'total_alterations': 6, 'delete': 2, 'replace': 1, 'insert': 3})"
1,"unlike the speedy wham-bam effect of most hollywood offerings , character development -- and more importantly , character empathy -- is at the heart of italian for beginners . ","('unlike the speedy wham-bam effect of most kollywod offerings , ehanacter development --on and mce importantly hw character empathy -- is at eth heart of italian for beginners .', {'total_alterations': 12, 'delete': 3, 'replace': 5, 'insert': 4})"
1,zhang ... has done an amazing job of getting realistic performances from his mainly nonprofessional cast . ,"('zhang . has done amj amazing job dor getting realistic perormnces from his mainly nonprofessional cast .', {'total_alterations': 8, 'delete': 4, 'replace': 2, 'insert': 2})"
0,big fat waste of time . ,"('ci fat waste of tsmp .', {'total_alterations': 6, 'delete': 2, 'replace': 3, 'insert': 1})"
0,"even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting . ","('even with b gregh mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems tfol brb posing , rather than acting .', {'total_alterations': 8, 'delete': 0, 'replace': 5, 'insert': 3})"
0,chokes on its own depiction of upper-crust decorum . ,"('chokes on its own depiction of upper-crust decorum .', {'total_alterations': 0, 'delete': 0, 'replace': 0, 'insert': 0})"
0,the moviegoing equivalent of going to a dinner party and being forced to watch the host and hostess 's home video of their baby 's birth . ,"(""the moviegoing equivale of going to a dinner party and being qforce to watch the host and hstesns 's home video of their baby 's birth ."", {'total_alterations': 8, 'delete': 5, 'replace': 0, 'insert': 3})"
0,comes ... uncomfortably close to coasting in the treads of the bicycle thief . ,"('comes ... uncomfortably close tob coasting in the treads of te bicycle thief .', {'total_alterations': 4, 'delete': 1, 'replace': 2, 'insert': 1})"
0,does little more than play an innocuous game of fill-in - the-blanks with a tragic past . ,"('does little more than play an innocuous game of fill-in - the-blanks with a tragic past .', {'total_alterations': 4, 'delete': 2, 'replace': 0, 'insert': 2})"
0,"this movie is something of an impostor itself , stretching and padding its material in a blur of dead ends and distracting camera work . ","('kths movie is something of an imostow itself , strntchiing and padding ip ateria in a blur of decapd ends and distracting camera work eh', {'total_alterations': 14, 'delete': 5, 'replace': 4, 'insert': 5})"
1,if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you . ,"('if you enjohn more thoughtful comedies with interesting conflicted characters ; this qdne is for you .', {'total_alterations': 4, 'delete': 0, 'replace': 2, 'insert': 2})"
0,just embarrassment and a vague sense of shame . ,"('just embarrassment tn a vague sense o shame .', {'total_alterations': 4, 'delete': 2, 'replace': 2, 'insert': 0})"
1,"all-in-all , the film is an enjoyable and frankly told tale of a people who live among us , but not necessarily with us . ","('anll-in-alql z the film is an enjoyable and frankly tlw tale of a people wo live among us , but not necessarily with us .', {'total_alterations': 8, 'delete': 2, 'replace': 4, 'insert': 2})"
1,"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath . ","('this illuminating documextlry transcends our preconceived vision of fhe holy land and its inhabitants , revealing the human complxifies beneath .', {'total_alterations': 6, 'delete': 2, 'replace': 3, 'insert': 1})"
1,"exciting and direct , with ghost imagery that shows just enough to keep us on our toes . ","('exciting and direct , with hst imagery that shows just enough uoa keep us on our toes .', {'total_alterations': 4, 'delete': 2, 'replace': 1, 'insert': 1})"
1,"a pleasant enough romance with intellectual underpinnings , the kind of movie that entertains even as it turns maddeningly predictable . ","('a pleasant enough romance with intellectual underpinnings , the kind orj movie tit entertains even as it turns maddeningly predictabmee .', {'total_alterations': 6, 'delete': 1, 'replace': 3, 'insert': 2})"
1,collateral damage finally delivers the goods for schwarzenegger fans . ,"('collateral damage finally delivers the goodgh for schwarzenegger fans .', {'total_alterations': 2, 'delete': 0, 'replace': 1, 'insert': 1})"
0,made with no discernible craft and monstrously sanctimonious in dealing with childhood loss . ,"('made with no discernible craft and monstrously sanctimonious in dealing with childhood loss .', {'total_alterations': 0, 'delete': 0, 'replace': 0, 'insert': 0})"
0,"all the amped-up tony hawk-style stunts and thrashing rap-metal ca n't disguise the fact that , really , we 've been here , done that . ","(""all the amped-up tony hawk-style stunts and thrashing rp-qetal eaj n't disguise the fact that y really , we pe been here m doaeg tt ."", {'total_alterations': 14, 'delete': 5, 'replace': 6, 'insert': 3})"
1,my big fat greek wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor . ,"('f big fat greek wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished mdut humor .', {'total_alterations': 4, 'delete': 1, 'replace': 2, 'insert': 1})"
0,"combining quick-cut editing and a blaring heavy metal much of the time , beck seems to be under the illusion that he 's shooting the latest system of a down video . ","(""combining wquuick-cut rditig and a blaring heavy metal much of the jqtime lf bwhck sceems to be under jtne illusion athatu he 's shooting the latest sdyitem of a down video ."", {'total_alterations': 20, 'delete': 2, 'replace': 6, 'insert': 12})"
1,blanchett 's performance confirms her power once again . ,"(""blanchett d'p performance confirms her power once agadne ."", {'total_alterations': 4, 'delete': 0, 'replace': 2, 'insert': 2})"
1,"an operatic , sprawling picture that 's entertainingly acted , magnificently shot and gripping enough to sustain most of its 170-minute length . ","(""an wperaticy , sprawling picture that 's entertainingly acted , magnificently shot and gripping enough ob sustain most of its 170-minute length ."", {'total_alterations': 4, 'delete': 1, 'replace': 1, 'insert': 2})"
0,"impostor has a handful of thrilling moments and a couple of good performances , but the movie does n't quite fly . ","(""impostor has a handful of thrillikcg momnas znu a couple of good performances , bw the movie dares n't quite lyx ."", {'total_alterations': 12, 'delete': 3, 'replace': 6, 'insert': 3})"
1,"not only are the special effects and narrative flow much improved , and daniel radcliffe more emotionally assertive this time around as harry , but the film conjures the magic of author j.k. rowling 's books . ","(""not only awore the special effcss and narrative flow much improveqdn , and daniel radcliffe more emotionalky assertive this time around as harry , bur the film conjures the magic of author j.k. rowling 's books ."", {'total_alterations': 10, 'delete': 1, 'replace': 5, 'insert': 4})"
0,you wonder why enough was n't just a music video rather than a full-length movie . ,"(""you wonder why enosgw was n't just a music video rather an a full-length oie ."", {'total_alterations': 6, 'delete': 4, 'replace': 2, 'insert': 0})"
1,... a magnificent drama well worth tracking down . ,"('... a magnificent drama well worth tracking down .', {'total_alterations': 0, 'delete': 0, 'replace': 0, 'insert': 0})"
1,the magic of the film lies not in the mysterious spring but in the richness of its performances . ,"('the magic orz tthhe film lies not in the mysterious spring but in the richness of its performances .', {'total_alterations': 4, 'delete': 0, 'replace': 1, 'insert': 3})"
0,"his comedy premises are often hackneyed or just plain crude , calculated to provoke shocked laughter , without following up on a deeper level . ","('his comedy prbmases are often hackneyed or justch plain crude , calculated to provoke shocked laughter , without following up on a deeper luveh .', {'total_alterations': 8, 'delete': 1, 'replace': 4, 'insert': 3})"
1,"mcconaughey 's fun to watch , the dragons are okay , not much fire in the script . ","(""mcconaughey 's fun to watch , the dragons are okay , not fkuch fire in the script ."", {'total_alterations': 2, 'delete': 0, 'replace': 1, 'insert': 1})"
1,the chateau cleverly probes the cross-cultural differences between gauls and yanks . ,"('the chateau cleverly probes the cross-cultural differences between gauls and coyanks .n', {'total_alterations': 4, 'delete': 0, 'replace': 1, 'insert': 3})"
1,"a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton 's directing debut is a creepy slice of gothic rural americana . ","(""a psychological wtriller with a genuinely spooky premise and an above-average cast , ato bill paxton 's directing debut is a creepy slice of gdotic rural americana ."", {'total_alterations': 6, 'delete': 4, 'replace': 0, 'insert': 2})"
1,"moody , heartbreaking , and filmed in a natural , unforced style that makes its characters seem entirely convincing even when its script is not . ","('moody , heartbreaking , and filmed in a natural , unforced style that makes its characters seem entirely convincing even whee its script is nw .', {'total_alterations': 4, 'delete': 2, 'replace': 1, 'insert': 1})"
0,"delivers the same old same old , tarted up with latin flava and turned out by hollywood playas . ","('delivers the same old smei old ,p tarted up with latin flava xaxd turns out by hollywood playas .', {'total_alterations': 8, 'delete': 2, 'replace': 3, 'insert': 3})"
0,"this piece of channel 5 grade trash is , quite frankly , an insult to the intelligence of the true genre enthusiast . ","('this piece of channel 5 grade trash is , quite frankly , an insult to the intelligence of the true genre enthusiast .', {'total_alterations': 0, 'delete': 0, 'replace': 0, 'insert': 0})"
1,"in a way , the film feels like a breath of fresh air , but only to those that allow it in . ","('in a way , the vim feels like a wreatih of fresh air , but only to those that allow it in .', {'total_alterations': 4, 'delete': 1, 'replace': 2, 'insert': 1})"
1,"one of those energetic surprises , an original that pleases almost everyone who sees it . ","('one of those energetic surprises v an original that pleases almost everyone who sees b .', {'total_alterations': 4, 'delete': 1, 'replace': 3, 'insert': 0})"
0,like you could n't smell this turkey rotting from miles away . ,"(""like you could n't smell this turkey rotting from miles away ."", {'total_alterations': 0, 'delete': 0, 'replace': 0, 'insert': 0})"
1,"featuring a dangerously seductive performance from the great daniel auteuil , `` sade '' covers the same period as kaufmann 's `` quills '' with more unsettlingly realistic results . ","(""featuring a dangerously setuftive performance from the great daniel auteuil pe `` sade '' covers the yamqe period as kaufmann 's `` quills '' with more unsettlingly realistic results ."", {'total_alterations': 6, 'delete': 0, 'replace': 4, 'insert': 2})"
