id,label,result_original,result_attacked,original_text,attacked_text
12,0,negative,negative,"it 's not original , and , robbed of the element of surprise , it does n't have any huge laughs in its story of irresponsible cops who love to play pranks . ","(""it 's not original , and , robbrd of the element ut curprgse , it doos n't have wdy huge kaugps nn dgs storp of irresponsible cops fio lfge tv play pranks ."", {'total_alterations': 24, 'delete': 0, 'replace': 24, 'insert': 0})"
13,1,positive,positive,"a swashbuckling tale of love , betrayal , revenge and above all , faith . ","('s swashbuckling tale of oave , betrayal , rerenle dnb above all , fvitv .', {'total_alterations': 12, 'delete': 0, 'replace': 12, 'insert': 0})"
14,1,positive,positive,"an interesting story with a pertinent ( cinematically unique ) message , told fairly well and scored to perfection , i found myself struggling to put my finger on that elusive `` missing thing . '' ","(""an inmerejting story wgtv a pertinent ( cinmmaticaljy unique h mejsaoe , told fairly well and scoped hk penfectiwn , i mounk myself struggling to pdt my finger ya that efulive `` missing thing k ''"", {'total_alterations': 26, 'delete': 0, 'replace': 26, 'insert': 0})"
15,0,negative,positive,"the man from elysian fields is a cold , bliss-less work that groans along thinking itself some important comment on how life throws us some beguiling curves . ","('xbe man fzou eufsian fmnlds is g moid q bkiss-lels work thwt gromnp aljng thinking itself soth gmpoxtant comment oj hoh life throws us some bgguilvng curveq .', {'total_alterations': 34, 'delete': 0, 'replace': 34, 'insert': 0})"
16,0,negative,negative,"perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an ill fit for this movie . ","('perueptipe dg its vision of nascent induptrializek world politics as k new art fxum v but lai too clunky , dwoactic and skrdled wjbh srenes twrt seem smmpld ac ill fit for this movie r', {'total_alterations': 30, 'delete': 0, 'replace': 30, 'insert': 0})"
17,0,negative,negative,it made me want to wrench my eyes out of my head and toss them at the screen . ,"('im made rb want to wxenzh my eyes out of my head and toss them zr the screen .', {'total_alterations': 8, 'delete': 0, 'replace': 8, 'insert': 0})"
18,1,positive,positive,"a must-see for the david mamet enthusiast and for anyone who appreciates intelligent , stylish moviemaking . ","('a must-sse for tae davfq mamet enthusiast and loc apyone who appreciates inteljagent , stylish mociemaling x', {'total_alterations': 16, 'delete': 0, 'replace': 16, 'insert': 0})"
19,1,positive,negative,"the weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough . ","('the ceimht nb tkn piece , the unerring professionalism rt the chilly production , hnx tea fascination embydued in ohq lurid topic proir recommendation enough k', {'total_alterations': 20, 'delete': 0, 'replace': 20, 'insert': 0})"
20,1,positive,negative,puts a human face on a land most westerners are unfamiliar with . ,"('puts l human feze on a land most westerners are uzfajiliar vinh p', {'total_alterations': 10, 'delete': 0, 'replace': 10, 'insert': 0})"
21,1,negative,negative,"minority report is exactly what the title indicates , a report . ","('menority ylport yg exactly what the title indicates , a flport .', {'total_alterations': 8, 'delete': 0, 'replace': 8, 'insert': 0})"
22,1,positive,positive,"good car chases , great fight scenes , and a distinctive blend of european , american and asian influences . ","('gkok car chapss , great aigat scenes , and a distinctive boend od european , american and pvian infwzences .', {'total_alterations': 14, 'delete': 0, 'replace': 14, 'insert': 0})"
23,1,positive,positive,"a gorgeous , high-spirited musical from india that exquisitely blends music , dance , song , and high drama . ","('a goygeoub , higw-spiritem musiuap from intia that exquisitely bsendp music , danrx , song p and high ptama z', {'total_alterations': 18, 'delete': 0, 'replace': 18, 'insert': 0})"
24,0,negative,negative,"not only unfunny , but downright repellent . ","('not cnlp unfunny c but dopnrigct repellent .', {'total_alterations': 6, 'delete': 0, 'replace': 6, 'insert': 0})"
25,1,positive,negative,"( lawrence bounces ) all over the stage , dancing , running , sweating , mopping his face and generally displaying the wacky talent that brought him fame in the first place . ","('( lawrence bounzvs z tbl over the wtage , dancipg , running , sweating , mjqping biu face and gfnerallo displaying tse wqckh tafeft that brought him pamu in the first place .', {'total_alterations': 24, 'delete': 0, 'replace': 24, 'insert': 0})"
26,0,negative,negative,"does n't offer much besides glib soullessness , raunchy language and a series of brutal set pieces ... that raise the bar on stylized screen violence . ","(""does n't okker muop besides gkmb soullegoness p raunchy language inm a series of brutal sxt pieces .dr that raise thl bar on stylized screen violence ."", {'total_alterations': 18, 'delete': 0, 'replace': 18, 'insert': 0})"
27,1,positive,positive,"a poignant , artfully crafted meditation on mortality . ","('a poignbns f artfully cjaftea meeitatizn on mortality y', {'total_alterations': 10, 'delete': 0, 'replace': 10, 'insert': 0})"
28,0,negative,negative,"as ` chick flicks ' go , this one is pretty miserable , resorting to string-pulling rather than legitimate character development and intelligent plotting . ","('as ` chick jkicks x vi , this fne iw pretty miserable , resortbng to strinj-pullang rather than legitimate character devejopmznt and intziligent plotting .', {'total_alterations': 18, 'delete': 0, 'replace': 18, 'insert': 0})"
29,1,positive,positive,it 's one heck of a character study -- not of hearst or davies but of the unique relationship between them . ,"(""wh 's cnj heck of a character stado -- nor ou hearst or davies vut lv ooe bniqus relationship fetweek tueq ."", {'total_alterations': 22, 'delete': 0, 'replace': 22, 'insert': 0})"
30,0,negative,negative,it 's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth . ,"('it us hampered by i lifetime-channel kind jf plot ygd a lead actcess who is out of tel geqth .', {'total_alterations': 14, 'delete': 0, 'replace': 14, 'insert': 0})"
31,1,positive,positive,"what 's surprising about full frontal is that despite its overt self-awareness , parts of the movie still manage to break past the artifice and thoroughly engage you . ","('what rp surprising abomq bulo frontal is that despite its overt self-awareness , pertm of the movie still mkncge to brqqk past bhb artifice and thorouyyly engage you .', {'total_alterations': 16, 'delete': 0, 'replace': 16, 'insert': 0})"
32,1,positive,positive,i just loved every minute of this film . ,"('i just loved every minute jf this film .', {'total_alterations': 2, 'delete': 0, 'replace': 2, 'insert': 0})"
33,1,positive,positive,a woman 's pic directed with resonance by ilya chaiken . ,"(""z woman 's pic directed with resonance by ilya chaiken ."", {'total_alterations': 2, 'delete': 0, 'replace': 2, 'insert': 0})"
34,0,negative,negative,a by-the-numbers patient/doctor pic that covers all the usual ground ,"('a by-dhe-numbbrs patient/doctor pic chaf covers all the usual ground', {'total_alterations': 4, 'delete': 0, 'replace': 4, 'insert': 0})"
35,1,positive,positive,michael gerbosi 's script is economically packed with telling scenes . ,"(""michael terboqi 's script is economically pacvei wihd telling scenes ."", {'total_alterations': 6, 'delete': 0, 'replace': 6, 'insert': 0})"
36,1,positive,positive,"there 's something auspicious , and daring , too , about the artistic instinct that pushes a majority-oriented director like steven spielberg to follow a.i. with this challenging report so liable to unnerve the majority . ","(""there 's soaekhing auspicious , and dsrine j rot , about tme aftistxc instinct phao duzhes m majority-oriented director like steven spielberg to follow a.i. with this challenging report so dimble uo unnervh the majority p"", {'total_alterations': 26, 'delete': 0, 'replace': 26, 'insert': 0})"
37,1,positive,positive,"... a fun little timewaster , helped especially by the cool presence of jean reno . ","('... a fun little timewaster w helped especially by the cdol presence of xeay reno r', {'total_alterations': 10, 'delete': 0, 'replace': 10, 'insert': 0})"
38,0,negative,negative,but it 's too long and too convoluted and it ends in a muddle . ,"(""bij it 's too long and too convoluted anj it ends in a muddle ."", {'total_alterations': 4, 'delete': 0, 'replace': 4, 'insert': 0})"
39,0,negative,negative,a valueless kiddie paean to pro basketball underwritten by the nba . ,"('a valueless kidute paean ho pro basketball underwritten by khs nba .', {'total_alterations': 6, 'delete': 0, 'replace': 6, 'insert': 0})"
40,1,positive,positive,"a simple , but gritty and well-acted ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past . ","('b simple , but gritty and well-acted ensemble sraea that encompasses a potent mdkaphor for a country stilu dealbhg with nys fascist past b', {'total_alterations': 14, 'delete': 0, 'replace': 14, 'insert': 0})"
41,0,negative,negative,... a boring parade of talking heads and technical gibberish that will do little to advance the linux cause . ,"('nn. a boring parade ef talking heads and technical gibberish that will jc ltqtle to advance ule linux cause .', {'total_alterations': 10, 'delete': 0, 'replace': 10, 'insert': 0})"
42,1,negative,negative,"if you 're hard up for raunchy college humor , this is your ticket right here . ","(""iw you 're hard bp for raunchy coblegu humor f lhiw is your tgckee right here ."", {'total_alterations': 12, 'delete': 0, 'replace': 12, 'insert': 0})"
43,0,negative,negative,the problem with this film is that it lacks focus . ,"('the problem with this zllm ms tijt it lacks foous j', {'total_alterations': 10, 'delete': 0, 'replace': 10, 'insert': 0})"
44,0,negative,negative,"an absurdist comedy about alienation , separation and loss . ","('an absurdist comedy xmout alienation , syparation and loss h', {'total_alterations': 6, 'delete': 0, 'replace': 6, 'insert': 0})"
45,1,positive,negative,"a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court 's extradition chess game and the regime 's talking-head survivors . ","(""q cqua yk every sense , the aioochet case splnys time betwfcn q minute-by-minute account of the british lzurt nm eotraditicn chess gahe and the regime 's talking-head supvivnrs ."", {'total_alterations': 24, 'delete': 0, 'replace': 24, 'insert': 0})"
46,1,positive,positive,"( t ) his beguiling belgian fable , very much its own droll and delicate little film , has some touching things to say about what is important in life and why . ","('( t ) gps beguiling felginn fable , very much its own droll and deqicbte little xrlm g has some touching things qo fny pdout what is important in life and whg .', {'total_alterations': 18, 'delete': 0, 'replace': 18, 'insert': 0})"
47,0,negative,negative,it all feels like a monty python sketch gone horribly wrong . ,"('it all feels like a monty pyvhon sketch gbng horribly wjyng .', {'total_alterations': 6, 'delete': 0, 'replace': 6, 'insert': 0})"
48,1,positive,positive,"awesome creatures , breathtaking scenery , and epic battle scenes add up to another ` spectacular spectacle . ' ","(""akesoye creajurey , breathtaking sceoerh , acd epic battle scenes add up to another ` spectacular spectacle . '"", {'total_alterations': 8, 'delete': 0, 'replace': 8, 'insert': 0})"
49,0,negative,negative,"on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . ","('on the whole s tae movie lacks wit h feeling and believability to compenfatk for its iocestant coarseness and banality .', {'total_alterations': 10, 'delete': 0, 'replace': 10, 'insert': 0})"
50,1,positive,negative,"based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but never at the expense of its characters ","('based ou u devilhshlw witty script fq heather mcbowan and nieli mjellwr , mbe film glty great lacihs , but levez at the expense of its characjeis', {'total_alterations': 24, 'delete': 0, 'replace': 24, 'insert': 0})"
51,0,negative,negative,"dragonfly has no atmosphere , no tension -- nothing but costner , flailing away . ","('dragonfly has ni atmosphere , df tenshjn s- nothing mqt costher h flailing away .', {'total_alterations': 14, 'delete': 0, 'replace': 14, 'insert': 0})"
52,1,positive,positive,"martin and barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid . ","('mnrtin and barbara are complex characters -- sohetymes tkndem g sometimes angry -- imd the delicame performances by sven wollter tns vikhka seldahl mtks jheir gppes atn frustrations vivid i', {'total_alterations': 26, 'delete': 0, 'replace': 26, 'insert': 0})"
53,1,positive,positive,"the vitality of the actors keeps the intensity of the film high , even as the strafings blend together . ","('tqe vitxcity op the actors keeps ine intensity of the film jhgh , even kn the stuafings blend together s', {'total_alterations': 16, 'delete': 0, 'replace': 16, 'insert': 0})"
54,1,positive,positive,there 's a wickedly subversive bent to the best parts of birthday girl . ,"(""there 'z a wickedly subversive menj to the best parts of birthday ghrn b"", {'total_alterations': 8, 'delete': 0, 'replace': 8, 'insert': 0})"
55,0,negative,negative,"once ( kim ) begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard . ","(""once ( kro t begins to oveeplay the shocz tactics unq bait-and-tackle metaphors s you may pecide it 's too high a price to pay for a shimmermng picture postcard ."", {'total_alterations': 16, 'delete': 0, 'replace': 16, 'insert': 0})"
56,1,positive,positive,"an entertaining , colorful , action-filled crime story with an intimate heart . ","('bi entertaining , colorful , action-filled chimx story wiol un intifate heart l', {'total_alterations': 12, 'delete': 0, 'replace': 12, 'insert': 0})"
57,1,positive,positive,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons . ,"('it deserves to be seen by anyone with even a passing gngerest in the evelys shaping the woelf beyond tceir own horizons e', {'total_alterations': 10, 'delete': 0, 'replace': 10, 'insert': 0})"
58,1,positive,positive,an exquisitely crafted and acted tale . ,"('an wiquisitely crafted atd acted tale .', {'total_alterations': 4, 'delete': 0, 'replace': 4, 'insert': 0})"
59,1,positive,positive,"looking aristocratic , luminous yet careworn in jane hamilton 's exemplary costumes , rampling gives a performance that could not be improved upon . ' ","(""looking pristozratic o lumikouu yct careworn in jznh hdmqlton 's exemplary costumes , rampling gives a performance that coulu not be improved upon . l"", {'total_alterations': 16, 'delete': 0, 'replace': 16, 'insert': 0})"
60,0,negative,negative,"schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character . ","('schaeffer has tk fbnd some haog on which yp hang gas persistently ugesess moviyp q mnd it migrt as well bu zhk resuscitation of the middle-aged character .', {'total_alterations': 24, 'delete': 0, 'replace': 24, 'insert': 0})"
61,0,negative,negative,"it showcases carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff . ","(""it shohcaset cjrvey 's talent for voicrs , but not nearly enoudh and not without taxing eveph drop of one 's patience to gen gc uhi gkoh stuff w"", {'total_alterations': 20, 'delete': 0, 'replace': 20, 'insert': 0})"
62,0,negative,negative,a science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left . ,"('a scievcezfiction pastiche so lacking in originality that if you stripped away itu inspiontions taeme would be precious little left .', {'total_alterations': 8, 'delete': 0, 'replace': 8, 'insert': 0})"
63,0,negative,negative,"in exactly 89 minutes , most of which passed as slowly as if i 'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter turkey . ","(""in exscoly 89 minutes , most of yhmch passed ls slowly as if i 'd been sitting naked ae an igloo y formula 51 mank frlm quirky to jwrby to utxfr turkey ."", {'total_alterations': 18, 'delete': 0, 'replace': 18, 'insert': 0})"
64,1,positive,positive,"may be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation . ","(""may be far from the btbt of the series , but co 's arsyred , wonderfully respectful of its past and thrtlliny enough tp make dt abundantly clear qyat qmis movie phenomenon has once again rxinvented itself for a new gynerayion ."", {'total_alterations': 20, 'delete': 0, 'replace': 20, 'insert': 0})"
65,0,negative,negative,"ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine . ","('ultimately pemls empty and uksatissying , like swalhowinb w communion wafer without dhd wine e', {'total_alterations': 12, 'delete': 0, 'replace': 12, 'insert': 0})"
66,0,negative,negative,what the director ca n't do is make either of val kilmer 's two personas interesting or worth caring about . ,"(""what jhx directce ca prt co is make either of val kilmer 's two personas interesting or wedth caping about h"", {'total_alterations': 14, 'delete': 0, 'replace': 14, 'insert': 0})"
67,0,negative,negative,the heavy-handed film is almost laughable as a consequence . ,"('ybe heavy-handed film to almost laughable as o consequence .', {'total_alterations': 6, 'delete': 0, 'replace': 6, 'insert': 0})"
68,0,negative,negative,an unclassifiably awful study in self - and audience-abuse . ,"('an unclassifiably awful study in selq - and ajdience-bbuse c', {'total_alterations': 6, 'delete': 0, 'replace': 6, 'insert': 0})"
69,0,negative,negative,no way i can believe this load of junk . ,"('nv way i can begievs rhix road of aulk .', {'total_alterations': 10, 'delete': 0, 'replace': 10, 'insert': 0})"
70,1,positive,positive,"a gorgeous , witty , seductive movie . ","('f korweous , witty , snducjive movie i', {'total_alterations': 8, 'delete': 0, 'replace': 8, 'insert': 0})"
71,0,negative,negative,there are plot holes big enough for shamu the killer whale to swim through . ,"('there wri plcx holes big enough for shamu the kilknr whale tc swim through .', {'total_alterations': 8, 'delete': 0, 'replace': 8, 'insert': 0})"
72,0,negative,negative,or emptying rat traps . ,"('or emptying rat eraps g', {'total_alterations': 4, 'delete': 0, 'replace': 4, 'insert': 0})"
73,0,negative,negative,"for close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one . ","('for close bo tqo homss the audience fs norued to kndere ogree teruinallo cepresstd , mostly inarticulate , yypdr dosfynctional familiez for the price of oju x', {'total_alterations': 28, 'delete': 0, 'replace': 28, 'insert': 0})"
74,1,positive,positive,"dazzles with its fully-written characters , its determined stylishness ( which always relates to characters and story ) and johnny dankworth 's best soundtrack in years . ","(""dlzzlks with its fully-written characters , its determined styliscness ( wmich always relates to nhazacters and story ) and johnny dankworth 's best smundtradk in rears ."", {'total_alterations': 12, 'delete': 0, 'replace': 12, 'insert': 0})"
75,0,negative,negative,"determined to be fun , and bouncy , with energetic musicals , the humor did n't quite engage this adult . ","(""determined to be fny , and bouncy , with energetic musicals , the hzmhr did n't uaite engage ubis adult ."", {'total_alterations': 8, 'delete': 0, 'replace': 8, 'insert': 0})"
76,0,negative,negative,"it 's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as exciting as a sunburn . ","(""it 's inqffensvve , chesrfuz , built to inspire toe young people t qeh to an uneidinv sobedtrack of beach party pwp numsxrs and aside xrym its remarkable camerawork ani awesome scenery o it 's kbout xs excitint ci q sunburn ."", {'total_alterations': 34, 'delete': 0, 'replace': 34, 'insert': 0})"
77,1,positive,positive,griffiths proves she 's that rare luminary who continually raises the standard of her profession . ,"(""iriffitxs proves srk 's that rare luminary who contilually raioez tzt etandart oj hpt profession ."", {'total_alterations': 16, 'delete': 0, 'replace': 16, 'insert': 0})"
78,0,negative,negative,at least one scene is so disgusting that viewers may be hard pressed to retain their lunch . ,"('at least one scene is so disgusting that viewers may be hard prdssed to retain theio lukch .', {'total_alterations': 6, 'delete': 0, 'replace': 6, 'insert': 0})"
79,0,positive,positive,american chai encourages rueful laughter at stereotypes only an indian-american would recognize . ,"('american chai encourages roeful oxughter at stereotypes only an indian-american cosld rjcognfze .', {'total_alterations': 8, 'delete': 0, 'replace': 8, 'insert': 0})"
80,1,positive,positive,one of the smartest takes on singles culture i 've seen in a long time . ,"(""one of phd smartest iakex oa singlhq culture i 'fe seen im y long tire ."", {'total_alterations': 16, 'delete': 0, 'replace': 16, 'insert': 0})"
81,1,positive,positive,"unlike the speedy wham-bam effect of most hollywood offerings , character development -- and more importantly , character empathy -- is at the heart of italian for beginners . ","('unlike the speedy wham-bam esfecq of xosm hollyeooy offeritus k character development -- and more importantly , character empathy -- is at the heart of italian for beginners .', {'total_alterations': 10, 'delete': 0, 'replace': 10, 'insert': 0})"
82,1,positive,positive,zhang ... has done an amazing job of getting realistic performances from his mainly nonprofessional cast . ,"('zjung di. has done ac amazing job gf getting realistic performances fryc his mainly nonprofessional casi .', {'total_alterations': 12, 'delete': 0, 'replace': 12, 'insert': 0})"
83,0,negative,negative,big fat waste of time . ,"('big rau waste tc time .', {'total_alterations': 4, 'delete': 0, 'replace': 4, 'insert': 0})"
84,0,negative,negative,"even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting . ","('even uith i green mohawk and a sheet of fire-red ilame rattoof coveiinb hhs sbouldhr , however , kilmrr seems to be posikg x rather than acting .', {'total_alterations': 20, 'delete': 0, 'replace': 20, 'insert': 0})"
85,0,negative,negative,chokes on its own depiction of upper-crust decorum . ,"('chokes on its ikn mepictioc of upper-crust decorum .', {'total_alterations': 4, 'delete': 0, 'replace': 4, 'insert': 0})"
86,0,negative,negative,the moviegoing equivalent of going to a dinner party and being forced to watch the host and hostess 's home video of their baby 's birth . ,"(""jde moviegoing equivalent vx going to i dinner party and being fprcer to watch the host and hofters af ctme video jc their paby 's birth i"", {'total_alterations': 20, 'delete': 0, 'replace': 20, 'insert': 0})"
87,0,negative,negative,comes ... uncomfortably close to coasting in the treads of the bicycle thief . ,"('cobts ... uncomfortably close to coasting in the treads of the bicycle thief r', {'total_alterations': 4, 'delete': 0, 'replace': 4, 'insert': 0})"
88,0,negative,negative,does little more than play an innocuous game of fill-in - the-blanks with a tragic past . ,"('does lltrle more than plyy an innocuous game of fill-in - the-glanxs uith a tvsgic past .', {'total_alterations': 10, 'delete': 0, 'replace': 10, 'insert': 0})"
89,0,negative,negative,"this movie is something of an impostor itself , stretching and padding its material in a blur of dead ends and distracting camera work . ","('this movve uq something gy an impkstmr irseld , stretching and padding uhs material vr a blur of dead ends and distracting cbmeia work l', {'total_alterations': 18, 'delete': 0, 'replace': 18, 'insert': 0})"
90,1,positive,positive,if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you . ,"('ig you inwoy more thoughtful comedies wxtw interesting conflicted characters ; this ogv is fzu you .', {'total_alterations': 10, 'delete': 0, 'replace': 10, 'insert': 0})"
91,0,negative,negative,just embarrassment and a vague sense of shame . ,"('just etbarrassfent and w vasae sense tf shame o', {'total_alterations': 10, 'delete': 0, 'replace': 10, 'insert': 0})"
92,1,positive,positive,"all-in-all , the film is an enjoyable and frankly told tale of a people who live among us , but not necessarily with us . ","('all-in-all , tve rinm is qe enjoyable anc frankly tojd tale yv v people who live amcno uv , but yot neclsaarily with dy .', {'total_alterations': 24, 'delete': 0, 'replace': 24, 'insert': 0})"
93,1,positive,positive,"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath . ","('this illuminating qocpmentary transcends our preconceived vision of the holy land and its inhabitants p rezealisg uhe human complexihips beneath .', {'total_alterations': 10, 'delete': 0, 'replace': 10, 'insert': 0})"
94,1,positive,positive,"exciting and direct , with ghost imagery that shows just enough to keep us on our toes . ","('exciting and direct c with ghost imapiry that shows just enough to xeeg us un our voes .', {'total_alterations': 10, 'delete': 0, 'replace': 10, 'insert': 0})"
95,1,positive,positive,"a pleasant enough romance with intellectual underpinnings , the kind of movie that entertains even as it turns maddeningly predictable . ","('a pleasant enough romance with isqellectual underpinnings , the kznt of movie that entdrtaiqs eesn as et turns maddenenglv predictable j', {'total_alterations': 14, 'delete': 0, 'replace': 14, 'insert': 0})"
96,1,positive,positive,collateral damage finally delivers the goods for schwarzenegger fans . ,"('collateobl dawagg finally delivers thc gouhs for syhwarzenegger hanf .', {'total_alterations': 12, 'delete': 0, 'replace': 12, 'insert': 0})"
97,0,negative,negative,made with no discernible craft and monstrously sanctimonious in dealing with childhood loss . ,"('made with no discernible craft std mnnstrouslr sanctimonious vn dealing with childhood lges .', {'total_alterations': 8, 'delete': 0, 'replace': 8, 'insert': 0})"
98,0,negative,negative,"all the amped-up tony hawk-style stunts and thrashing rap-metal ca n't disguise the fact that , really , we 've been here , done that . ","(""all yte amped-er tony hawk-style stunts and thhnshing rap-metal ca n'n eigguise the fmct that , really , we 've rezn here , done that ."", {'total_alterations': 14, 'delete': 0, 'replace': 14, 'insert': 0})"
99,1,positive,positive,my big fat greek wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor . ,"('my big fat gweok wedding uses stereotypes in a deligulful bhend bs hwest romance and lovingly dished out hsmcr .', {'total_alterations': 12, 'delete': 0, 'replace': 12, 'insert': 0})"
100,0,negative,negative,"combining quick-cut editing and a blaring heavy metal much of the time , beck seems to be under the illusion that he 's shooting the latest system of a down video . ","(""cozbiqing quick-cut editing qnb a blaring heavy metal much of the cimg , kecr seems th be under zhw illusicn uhao he 's srootitg the latest system zz a down vhdfo b"", {'total_alterations': 24, 'delete': 0, 'replace': 24, 'insert': 0})"
101,1,positive,positive,blanchett 's performance confirms her power once again . ,"(""blanchett 's performance confirms her peter azce again c"", {'total_alterations': 6, 'delete': 0, 'replace': 6, 'insert': 0})"
102,1,positive,positive,"an operatic , sprawling picture that 's entertainingly acted , magnificently shot and gripping enough to sustain most of its 170-minute length . ","(""an opepstic , sprawling piczuve that 's entertainmnglv acted , magnificently stct alw gripping enough to suseain toxt vc its 170-minute length ."", {'total_alterations': 18, 'delete': 0, 'replace': 18, 'insert': 0})"
103,0,negative,negative,"impostor has a handful of thrilling moments and a couple of good performances , but the movie does n't quite fly . ","(""impostor hjz e handful of thrillwng moments and g couple of good performances , irt tud mrvif dovr n't zuihe fly ."", {'total_alterations': 20, 'delete': 0, 'replace': 20, 'insert': 0})"
104,1,positive,positive,"not only are the special effects and narrative flow much improved , and daniel radcliffe more emotionally assertive this time around as harry , but the film conjures the magic of author j.k. rowling 's books . ","('not only are thv special effects and narrative flow much improved k and dynieu rajclifce more emotionally asseelive this time around as harry , but the fblj conjures the magic pu author jnkk nowlqng gp bxdks f', {'total_alterations': 24, 'delete': 0, 'replace': 24, 'insert': 0})"
105,0,negative,negative,you wonder why enough was n't just a music video rather than a full-length movie . ,"(""you condeu why epoulh ras n't just a gusih video bjther than h full-length movie ."", {'total_alterations': 12, 'delete': 0, 'replace': 12, 'insert': 0})"
106,1,positive,positive,... a magnificent drama well worth tracking down . ,"('... a magnificent drama well zcrth trackhnv down .', {'total_alterations': 4, 'delete': 0, 'replace': 4, 'insert': 0})"
107,1,positive,positive,the magic of the film lies not in the mysterious spring but in the richness of its performances . ,"('mhf magic lf the film iier not in the zvsterious spring but lu tpl richness xz hts performances .', {'total_alterations': 16, 'delete': 0, 'replace': 16, 'insert': 0})"
