id,label,result_original,result_attacked,original_text,attacked_text
13,1,positive,negative,"a swashbuckling tale of love , betrayal , revenge and above all , faith . ","('a swasbucklig al f le , etraal , evege d above a , aih .', {'total_alterations': 17, 'delete': 17, 'replace': 0, 'insert': 0})"
14,1,positive,negative,"an interesting story with a pertinent ( cinematically unique ) message , told fairly well and scored to perfection , i found myself struggling to put my finger on that elusive `` missing thing . '' ","(""an inerestng str ih a pertint ( cieatically unue ) mssae , to farl wl a sore t perfcton , i oud ysef stugglng t t y fing n ha lusiv ` mssin tig . '"", {'total_alterations': 50, 'delete': 50, 'replace': 0, 'insert': 0})"
15,0,negative,negative,"the man from elysian fields is a cold , bliss-less work that groans along thinking itself some important comment on how life throws us some beguiling curves . ","('e m from eyian fied is a ol , bls-less wo ha rons alo tinkng itef se iprtant comen n w lf thrw s so bgiling cres .', {'total_alterations': 44, 'delete': 44, 'replace': 0, 'insert': 0})"
16,0,negative,negative,"perceptive in its vision of nascent industrialized world politics as a new art form , but far too clunky , didactic and saddled with scenes that seem simply an ill fit for this movie . ","('percptve i t iion f nacnt industialzed rld politics a a new r fo , but f o clun , didactic d sadle wt enes ta se impl a i i f ti mvi .', {'total_alterations': 50, 'delete': 50, 'replace': 0, 'insert': 0})"
17,0,negative,negative,it made me want to wrench my eyes out of my head and toss them at the screen . ,"('t ad m an o wenh m ee t o y ed d ts te t e reen .', {'total_alterations': 29, 'delete': 29, 'replace': 0, 'insert': 0})"
18,1,positive,positive,"a must-see for the david mamet enthusiast and for anyone who appreciates intelligent , stylish moviemaking . ","('a must-e r h dav mme enhusiat n r anoe o appriates iteligent , stish mviemakig .', {'total_alterations': 28, 'delete': 28, 'replace': 0, 'insert': 0})"
19,1,positive,positive,"the weight of the piece , the unerring professionalism of the chilly production , and the fascination embedded in the lurid topic prove recommendation enough . ","('e eigh f t pic , e unerri prfessionalsm f e hill prdution , a e fscinaion embded n e uid pic poe ecommendaion enoh .', {'total_alterations': 43, 'delete': 43, 'replace': 0, 'insert': 0})"
20,1,positive,negative,puts a human face on a land most westerners are unfamiliar with . ,"('us a hua fc n a nd os esteners r unamilar th .', {'total_alterations': 19, 'delete': 19, 'replace': 0, 'insert': 0})"
21,1,negative,negative,"minority report is exactly what the title indicates , a report . ","('mirity rort s eactl ha t tle idicaes , a reor .', {'total_alterations': 17, 'delete': 17, 'replace': 0, 'insert': 0})"
22,1,positive,positive,"good car chases , great fight scenes , and a distinctive blend of european , american and asian influences . ","('od r chas , eat ght cees , a a ditinctie bed f euoean , americ n ain influenc .', {'total_alterations': 29, 'delete': 29, 'replace': 0, 'insert': 0})"
23,1,positive,positive,"a gorgeous , high-spirited musical from india that exquisitely blends music , dance , song , and high drama . ","('a gorgou , high-spirte mscal from ind tt equisitey lnds usi , nce , so , a ih dra .', {'total_alterations': 26, 'delete': 26, 'replace': 0, 'insert': 0})"
24,0,negative,negative,"not only unfunny , but downright repellent . ","('o ol unfny , u downigt epelent .', {'total_alterations': 12, 'delete': 12, 'replace': 0, 'insert': 0})"
25,1,positive,negative,"( lawrence bounces ) all over the stage , dancing , running , sweating , mopping his face and generally displaying the wacky talent that brought him fame in the first place . ","('( lawenc onces ) a ov e sag , dncig , ruing , swetig , moppn h ae a genally displyin t wcy taln th rough i fe i e rst pce .', {'total_alterations': 51, 'delete': 51, 'replace': 0, 'insert': 0})"
26,0,negative,negative,"does n't offer much besides glib soullessness , raunchy language and a series of brutal set pieces ... that raise the bar on stylized screen violence . ","('de t oer mh bsies gl soullssnes , runhy aguage d a eris f brtl s pecs . ta ras the r o stlizd sree vioenc .', {'total_alterations': 44, 'delete': 44, 'replace': 0, 'insert': 0})"
27,1,positive,positive,"a poignant , artfully crafted meditation on mortality . ","('a pogant , rtflly craft mdittion o mortali .', {'total_alterations': 11, 'delete': 11, 'replace': 0, 'insert': 0})"
28,0,negative,negative,"as ` chick flicks ' go , this one is pretty miserable , resorting to string-pulling rather than legitimate character development and intelligent plotting . ","(""a ` cik flck ' o , is n s pety mierble , resorin t string-lling rthe ta legitate character devlopmnt a intlliget ptting ."", {'total_alterations': 34, 'delete': 34, 'replace': 0, 'insert': 0})"
29,1,positive,positive,it 's one heck of a character study -- not of hearst or davies but of the unique relationship between them . ,"('i s one ec o a caacter udy - t f heas r dvis u o h uniq reltionsip btwen th .', {'total_alterations': 31, 'delete': 31, 'replace': 0, 'insert': 0})"
30,0,negative,negative,it 's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth . ,"(""t ' hameed y a lifeme-channel ki o pl n a ea acres w s o o e eth ."", {'total_alterations': 28, 'delete': 28, 'replace': 0, 'insert': 0})"
31,1,positive,negative,"what 's surprising about full frontal is that despite its overt self-awareness , parts of the movie still manage to break past the artifice and thoroughly engage you . ","(""ht ' surpiing out fl frotl s at epite i oet sel-awarenss , pts o h mvi til maae t eak pt e rtific a thooghly enae y ."", {'total_alterations': 50, 'delete': 50, 'replace': 0, 'insert': 0})"
32,1,positive,positive,i just loved every minute of this film . ,"('i js ove evy mine o th lm .', {'total_alterations': 13, 'delete': 13, 'replace': 0, 'insert': 0})"
33,1,positive,negative,a woman 's pic directed with resonance by ilya chaiken . ,"('a won s p direte wt resnace y il haien .', {'total_alterations': 16, 'delete': 16, 'replace': 0, 'insert': 0})"
34,0,negative,negative,a by-the-numbers patient/doctor pic that covers all the usual ground ,"('a by-th-number atient/doctr i ha covers l e ual grud', {'total_alterations': 16, 'delete': 16, 'replace': 0, 'insert': 0})"
35,1,positive,negative,michael gerbosi 's script is economically packed with telling scenes . ,"('mihae erboi s scit s economiall aced it tellg cees .', {'total_alterations': 18, 'delete': 18, 'replace': 0, 'insert': 0})"
36,1,positive,negative,"there 's something auspicious , and daring , too , about the artistic instinct that pushes a majority-oriented director like steven spielberg to follow a.i. with this challenging report so liable to unnerve the majority . ","('ere s ometing auscious , n dari , t , aot t artsic instct tt puhe a majorit-riented direor le sven sieberg t folo ai wi ti hallening rprt o liae o unerv t majoiy .', {'total_alterations': 58, 'delete': 58, 'replace': 0, 'insert': 0})"
37,1,positive,negative,"... a fun little timewaster , helped especially by the cool presence of jean reno . ","('. a f litl timewast , held especlly b the ol prence f an re .', {'total_alterations': 22, 'delete': 22, 'replace': 0, 'insert': 0})"
38,0,negative,negative,but it 's too long and too convoluted and it ends in a muddle . ,"('b i s o lg n o convoltd d i ds i a mdle .', {'total_alterations': 22, 'delete': 22, 'replace': 0, 'insert': 0})"
39,0,negative,negative,a valueless kiddie paean to pro basketball underwritten by the nba . ,"('a vluless kdie pea to r bsketbal uderritten y e b .', {'total_alterations': 17, 'delete': 17, 'replace': 0, 'insert': 0})"
40,1,positive,negative,"a simple , but gritty and well-acted ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past . ","('a sile , b grty d well-ctd enembe drm th encmpsses a tent meahor f a cutry ill deang wi s fscit st .', {'total_alterations': 38, 'delete': 38, 'replace': 0, 'insert': 0})"
41,0,negative,negative,... a boring parade of talking heads and technical gibberish that will do little to advance the linux cause . ,"('. a brig paae f tlkig hes n technical giberis ha wl d lite t dvnce h lin cue .', {'total_alterations': 31, 'delete': 31, 'replace': 0, 'insert': 0})"
42,1,positive,negative,"if you 're hard up for raunchy college humor , this is your ticket right here . ","('i u r rd u o raunchy olleg huo , hi s yu ticket rht he .', {'total_alterations': 23, 'delete': 23, 'replace': 0, 'insert': 0})"
43,0,negative,negative,the problem with this film is that it lacks focus . ,"('e poble th this fl i th i ack ous .', {'total_alterations': 16, 'delete': 16, 'replace': 0, 'insert': 0})"
44,0,positive,negative,"an absurdist comedy about alienation , separation and loss . ","('n asurist omdy aou alienation , sparaton d os .', {'total_alterations': 13, 'delete': 13, 'replace': 0, 'insert': 0})"
45,1,positive,negative,"a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court 's extradition chess game and the regime 's talking-head survivors . ","(""a co n evr nse , t pnoche se spls time eween a minute-by-mine ccont f h british crt s exraition ess ae d t eime ' talkig-hea surivos ."", {'total_alterations': 44, 'delete': 44, 'replace': 0, 'insert': 0})"
46,1,positive,negative,"( t ) his beguiling belgian fable , very much its own droll and delicate little film , has some touching things to say about what is important in life and why . ","('( t ) i beguiig belgian fbl , vy mc t o dll d deliat itle im , a so touchi hngs t a abo at i iporant n li d h .', {'total_alterations': 49, 'delete': 49, 'replace': 0, 'insert': 0})"
47,0,negative,negative,it all feels like a monty python sketch gone horribly wrong . ,"('i a fel li a ony thon etch ne horily ron .', {'total_alterations': 19, 'delete': 19, 'replace': 0, 'insert': 0})"
48,1,positive,positive,"awesome creatures , breathtaking scenery , and epic battle scenes add up to another ` spectacular spectacle . ' ","(""weome creates , beathtking sceey , a pc batl sces d u o nothr ` sectacula speccle . '"", {'total_alterations': 26, 'delete': 26, 'replace': 0, 'insert': 0})"
49,0,negative,negative,"on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . ","('o h woe , e vie ack t , eling d blievabilit t cmpenate for i inessnt oarsenes a analiy .', {'total_alterations': 32, 'delete': 32, 'replace': 0, 'insert': 0})"
50,1,positive,negative,"based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but never at the expense of its characters ","('bae n a devilisl wiy ript y heaer mgwan a nie muler , the im ge gra lghs , b nev a t expne f i characer', {'total_alterations': 42, 'delete': 42, 'replace': 0, 'insert': 0})"
51,0,negative,negative,"dragonfly has no atmosphere , no tension -- nothing but costner , flailing away . ","('ragonly h o tmosphee , o tesio - nothn u cotnr , flaing wy .', {'total_alterations': 21, 'delete': 21, 'replace': 0, 'insert': 0})"
52,1,positive,negative,"martin and barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid . ","('marn n barar e cople haacters - sometms nder , smeimes ngr - d e delcat perormance b se woler n vika sedhl ak ter hop a frustrations iid .', {'total_alterations': 51, 'delete': 51, 'replace': 0, 'insert': 0})"
53,1,positive,negative,"the vitality of the actors keeps the intensity of the film high , even as the strafings blend together . ","('h itlity o t ctos eep h inensiy f e fi hg , even s t staings len tgethr .', {'total_alterations': 31, 'delete': 31, 'replace': 0, 'insert': 0})"
54,1,positive,positive,there 's a wickedly subversive bent to the best parts of birthday girl . ,"(""thr ' a wikdly subversive bn t t bt prt o birhdy il ."", {'total_alterations': 19, 'delete': 19, 'replace': 0, 'insert': 0})"
55,0,negative,negative,"once ( kim ) begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard . ","(""ne ( i ) bgis o oeplay h sok tacti n bait-an-tackl metaphors , u a ecde t ' o ih a ice o p f a shmmeing picur oscard ."", {'total_alterations': 44, 'delete': 44, 'replace': 0, 'insert': 0})"
56,1,positive,positive,"an entertaining , colorful , action-filled crime story with an intimate heart . ","('n ntertainig , colorl , action-iled crm str wt a ntimte her .', {'total_alterations': 18, 'delete': 18, 'replace': 0, 'insert': 0})"
57,1,positive,negative,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons . ,"('t desrve t e en b ayoe it ee a asing intres i h eent sapig t rld beyn hir w oizons .', {'total_alterations': 37, 'delete': 37, 'replace': 0, 'insert': 0})"
58,1,positive,positive,an exquisitely crafted and acted tale . ,"('n equisiely crafted n cte ae .', {'total_alterations': 9, 'delete': 9, 'replace': 0, 'insert': 0})"
59,1,positive,negative,"looking aristocratic , luminous yet careworn in jane hamilton 's exemplary costumes , rampling gives a performance that could not be improved upon . ' ","(""looki aristocatc , umnous t caworn i ne hamilton s exempay stumes , rampin ivs a peromance ht old n e iprove up . '"", {'total_alterations': 35, 'delete': 35, 'replace': 0, 'insert': 0})"
60,0,negative,negative,"schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character . ","('schaefe s t fd om ok n wic o hg h eristently useless movies , a i igt s we b e resusitatio o t idle-aged haracer .', {'total_alterations': 41, 'delete': 41, 'replace': 0, 'insert': 0})"
61,0,negative,negative,"it showcases carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff . ","(""t howases avey s alet o vice , b o earl eugh d o ihout axin vry do o o 's paienc t t t t gd suf ."", {'total_alterations': 47, 'delete': 47, 'replace': 0, 'insert': 0})"
62,0,negative,negative,a science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left . ,"('a cience-fition pastce so lacng i origility ha f o triped away i insiations the oul e precou itle lf .', {'total_alterations': 31, 'delete': 31, 'replace': 0, 'insert': 0})"
63,0,negative,negative,"in exactly 89 minutes , most of which passed as slowly as if i 'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter turkey . ","('n eactl 9 inute , mt of hch psed s sowy s i i d bn sitig nae n a glo , forml 5 ak fo irky o jek to ttr urke .', {'total_alterations': 44, 'delete': 44, 'replace': 0, 'insert': 0})"
64,1,positive,positive,"may be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation . ","(""a b a fm e bt o e sris , u i ' assed , wonefully repecful f t at d thriing enough o me t abndatly cla ha ts moi phomenon h ce aai envented itsl o a w eneratio ."", {'total_alterations': 67, 'delete': 67, 'replace': 0, 'insert': 0})"
65,0,negative,negative,"ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine . ","('ultitely fls emy d unsatfying , le allowing a omunion waf witht t wn .', {'total_alterations': 24, 'delete': 24, 'replace': 0, 'insert': 0})"
66,0,negative,negative,what the director ca n't do is make either of val kilmer 's two personas interesting or worth caring about . ,"(""wt e irctor c ' d s ma ithe f a kilr s o persos ineresing r wor crig but ."", {'total_alterations': 34, 'delete': 34, 'replace': 0, 'insert': 0})"
67,0,negative,negative,the heavy-handed film is almost laughable as a consequence . ,"('e heavyhnded im i alot laghale a a conseuene .', {'total_alterations': 14, 'delete': 14, 'replace': 0, 'insert': 0})"
68,0,negative,negative,an unclassifiably awful study in self - and audience-abuse . ,"('a uclassifably awf study n lf - n audiencabuse .', {'total_alterations': 12, 'delete': 12, 'replace': 0, 'insert': 0})"
69,0,negative,negative,no way i can believe this load of junk . ,"('n y i a beive hs ld o jk .', {'total_alterations': 14, 'delete': 14, 'replace': 0, 'insert': 0})"
70,1,positive,positive,"a gorgeous , witty , seductive movie . ","('a orgeou , wtt , seutive moi .', {'total_alterations': 8, 'delete': 8, 'replace': 0, 'insert': 0})"
71,0,negative,negative,there are plot holes big enough for shamu the killer whale to swim through . ,"('her a lt hol b ough r ham h kilr whe t wi trugh .', {'total_alterations': 27, 'delete': 27, 'replace': 0, 'insert': 0})"
72,0,negative,negative,or emptying rat traps . ,"('r emtyig t tap .', {'total_alterations': 7, 'delete': 7, 'replace': 0, 'insert': 0})"
73,0,negative,negative,"for close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one . ","('r loe o o urs h udiece i ford t ndre ree terinall dpessed , mosl nartculate , hyp ysfuntional amlies r t pre o one .', {'total_alterations': 42, 'delete': 42, 'replace': 0, 'insert': 0})"
74,1,positive,positive,"dazzles with its fully-written characters , its determined stylishness ( which always relates to characters and story ) and johnny dankworth 's best soundtrack in years . ","(""azzle wh s fully-ritte characts , its detrined styshness ( wch awys reaes o caractrs a toy ) d john danorth ' bs oundtrck n yes ."", {'total_alterations': 41, 'delete': 41, 'replace': 0, 'insert': 0})"
75,0,negative,negative,"determined to be fun , and bouncy , with energetic musicals , the humor did n't quite engage this adult . ","('deterned t b n , n bocy , it enrgtic muicas , the mor d n qte eage ti dul .', {'total_alterations': 30, 'delete': 30, 'replace': 0, 'insert': 0})"
76,0,negative,positive,"it 's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as exciting as a sunburn . ","(""i ' inffnsive , herful , bil t inspe e yun peop , e t an unning soundtac f eah pty o nmbrs n sde ro s rmarkble cmeawork n aesoe scenery , i s bou a xiting a a unbun ."", {'total_alterations': 59, 'delete': 59, 'replace': 0, 'insert': 0})"
77,1,positive,negative,griffiths proves she 's that rare luminary who continually raises the standard of her profession . ,"(""grifits prov e ' tt ar uminry w continaly ises e stndad f r ofession ."", {'total_alterations': 28, 'delete': 28, 'replace': 0, 'insert': 0})"
78,0,negative,negative,at least one scene is so disgusting that viewers may be hard pressed to retain their lunch . ,"('a let o scn s o disgutig ha vwers m e hr essed t reai hei unc .', {'total_alterations': 29, 'delete': 29, 'replace': 0, 'insert': 0})"
79,0,positive,negative,american chai encourages rueful laughter at stereotypes only an indian-american would recognize . ,"('amricn ch ecouages reul lughtr t sreotypes only n indanamerican wld rcgnize .', {'total_alterations': 20, 'delete': 20, 'replace': 0, 'insert': 0})"
80,1,positive,negative,one of the smartest takes on singles culture i 've seen in a long time . ,"(""n f t smtest tak o singe culte i 've se n a ln ti ."", {'total_alterations': 21, 'delete': 21, 'replace': 0, 'insert': 0})"
81,1,positive,negative,"unlike the speedy wham-bam effect of most hollywood offerings , character development -- and more importantly , character empathy -- is at the heart of italian for beginners . ","('unle h sped ham-bm ffec f st holywod offring , chractr devlopmnt - n mo imorantly , charter emath -- i a e ert f itain f beginrs .', {'total_alterations': 45, 'delete': 45, 'replace': 0, 'insert': 0})"
82,1,positive,positive,zhang ... has done an amazing job of getting realistic performances from his mainly nonprofessional cast . ,"('zng . a de a mazin o o tting rlistic prormances om s mnly nopofessional st .', {'total_alterations': 30, 'delete': 30, 'replace': 0, 'insert': 0})"
83,0,negative,negative,big fat waste of time . ,"('b a wse of ti .', {'total_alterations': 8, 'delete': 8, 'replace': 0, 'insert': 0})"
84,0,negative,negative,"even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting . ","('vn it a gre mowk a a set o firerd fam atoos cverng i sholdr , hever , kile ems o b oing , ratr th actg .', {'total_alterations': 41, 'delete': 41, 'replace': 0, 'insert': 0})"
85,0,negative,negative,chokes on its own depiction of upper-crust decorum . ,"('hoks n i w diction o uper-rust decorum .', {'total_alterations': 12, 'delete': 12, 'replace': 0, 'insert': 0})"
86,0,negative,negative,the moviegoing equivalent of going to a dinner party and being forced to watch the host and hostess 's home video of their baby 's birth . ,"('e movegoin equivaen f gon o a dner ary n eig oced t ath t ho n otess s he vde f thi bb s irh .', {'total_alterations': 44, 'delete': 44, 'replace': 0, 'insert': 0})"
87,0,negative,negative,comes ... uncomfortably close to coasting in the treads of the bicycle thief . ,"('cms . uncmfrtably lse t cating n h tead f e bicyc hie .', {'total_alterations': 23, 'delete': 23, 'replace': 0, 'insert': 0})"
88,0,negative,negative,does little more than play an innocuous game of fill-in - the-blanks with a tragic past . ,"('do lttl re ha py n innouus ge o fll-n - theblans ih a trgi pt .', {'total_alterations': 26, 'delete': 26, 'replace': 0, 'insert': 0})"
89,0,negative,negative,"this movie is something of an impostor itself , stretching and padding its material in a blur of dead ends and distracting camera work . ","('hi mie i omehing o n ipostr islf , stetchin d addig s mteial i a lu o ad es n diracting cmer rk .', {'total_alterations': 39, 'delete': 39, 'replace': 0, 'insert': 0})"
90,1,positive,positive,if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you . ,"('i u eny more thoghtul oedies ih interesin conficte chracers ; hi one s o y .', {'total_alterations': 24, 'delete': 24, 'replace': 0, 'insert': 0})"
91,0,negative,negative,just embarrassment and a vague sense of shame . ,"('ut embarassmet d a vue sse f sha .', {'total_alterations': 13, 'delete': 13, 'replace': 0, 'insert': 0})"
92,1,positive,negative,"all-in-all , the film is an enjoyable and frankly told tale of a people who live among us , but not necessarily with us . ","('al-in-al , h il i a enjoybl d frnky od tl o a pepe w iv amn u , u n necssarly ih u .', {'total_alterations': 37, 'delete': 37, 'replace': 0, 'insert': 0})"
93,1,positive,positive,"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath . ","('is illuinaing docentary trncends our preconcied vision o t hl ln a s inabiants , evealin e hua omplexitis beneath .', {'total_alterations': 31, 'delete': 31, 'replace': 0, 'insert': 0})"
94,1,positive,negative,"exciting and direct , with ghost imagery that shows just enough to keep us on our toes . ","('ecitng d dict , wt ght igery th ows st enuh t ep s o u ts .', {'total_alterations': 29, 'delete': 29, 'replace': 0, 'insert': 0})"
95,1,positive,negative,"a pleasant enough romance with intellectual underpinnings , the kind of movie that entertains even as it turns maddeningly predictable . ","('a peasnt ough ronce with intellctal undrpinnigs , h id o oie ht entertin en s i tus adeningly prectable .', {'total_alterations': 31, 'delete': 31, 'replace': 0, 'insert': 0})"
96,1,positive,negative,collateral damage finally delivers the goods for schwarzenegger fans . ,"('colateal dmge inlly dlivrs e ods f schwrznegger fn .', {'total_alterations': 18, 'delete': 18, 'replace': 0, 'insert': 0})"
97,0,negative,negative,made with no discernible craft and monstrously sanctimonious in dealing with childhood loss . ,"('me wh no iscenible cra n monstrsly sanctimoniu n dealg ih chlhood ss .', {'total_alterations': 23, 'delete': 23, 'replace': 0, 'insert': 0})"
98,0,negative,negative,"all the amped-up tony hawk-style stunts and thrashing rap-metal ca n't disguise the fact that , really , we 've been here , done that . ","(""l e apedup tony hawk-stl stnt n thrahig rpmetal a t disguise h fc ht , raly , w ' ee re , do at ."", {'total_alterations': 38, 'delete': 38, 'replace': 0, 'insert': 0})"
99,1,positive,negative,my big fat greek wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor . ,"('y b t rek weddn us stereoype i a dligtful bln o eet rance a loingl disd t hur .', {'total_alterations': 33, 'delete': 33, 'replace': 0, 'insert': 0})"
100,0,negative,negative,"combining quick-cut editing and a blaring heavy metal much of the time , beck seems to be under the illusion that he 's shooting the latest system of a down video . ","('omining quick-cut edtng a a blang hey mel mh f e im , bk ems o b nde e iusion tt h s hootig e last yste o a do vdo .', {'total_alterations': 48, 'delete': 48, 'replace': 0, 'insert': 0})"
101,1,positive,negative,blanchett 's performance confirms her power once again . ,"('bachett s erormance ofirms h pwr oc ain .', {'total_alterations': 15, 'delete': 15, 'replace': 0, 'insert': 0})"
102,1,positive,positive,"an operatic , sprawling picture that 's entertainingly acted , magnificently shot and gripping enough to sustain most of its 170-minute length . ","('an oprati , prwling picture th s entetiningly ace , agnificenty so n gippng noug o susin mt f t 170-inte lent .', {'total_alterations': 33, 'delete': 33, 'replace': 0, 'insert': 0})"
103,0,negative,negative,"impostor has a handful of thrilling moments and a couple of good performances , but the movie does n't quite fly . ","('mpotor s a andfu o thrilli moets n a coul o go perforancs , t h vie de t qut y .', {'total_alterations': 34, 'delete': 34, 'replace': 0, 'insert': 0})"
104,1,positive,negative,"not only are the special effects and narrative flow much improved , and daniel radcliffe more emotionally assertive this time around as harry , but the film conjures the magic of author j.k. rowling 's books . ","('t ly e h spcia efecs d narativ fo ch impved , and dail raclife mo emotnally assrtve hs ti aoud s rry , but h fm conurs e gic o athr jk owlin s bos .', {'total_alterations': 61, 'delete': 61, 'replace': 0, 'insert': 0})"
105,0,negative,negative,you wonder why enough was n't just a music video rather than a full-length movie . ,"('y wnde w eouh was n ut a usc veo rthr hn a fll-lenth mvi .', {'total_alterations': 24, 'delete': 24, 'replace': 0, 'insert': 0})"
106,1,positive,negative,... a magnificent drama well worth tracking down . ,"('. a manificen daa ll wor tcking dw .', {'total_alterations': 14, 'delete': 14, 'replace': 0, 'insert': 0})"
107,1,positive,negative,the magic of the film lies not in the mysterious spring but in the richness of its performances . ,"('e mgc f t lm ls t n t msterous prig t i h riches o t perfoances .', {'total_alterations': 32, 'delete': 32, 'replace': 0, 'insert': 0})"
108,0,negative,negative,"his comedy premises are often hackneyed or just plain crude , calculated to provoke shocked laughter , without following up on a deeper level . ","('his coed premse r oft hakeyed r ut pla cde , cculated t povke hocke luhter , wthou olowing p n a deer lel .', {'total_alterations': 36, 'delete': 36, 'replace': 0, 'insert': 0})"
109,1,positive,negative,"mcconaughey 's fun to watch , the dragons are okay , not much fire in the script . ","(""mconaughy ' f o ath , e raons a ok , not uh fi n e cipt ."", {'total_alterations': 25, 'delete': 25, 'replace': 0, 'insert': 0})"
110,1,positive,negative,the chateau cleverly probes the cross-cultural differences between gauls and yanks . ,"('h hatea clerly robs the cross-cuural diffeence beten gul d yan .', {'total_alterations': 20, 'delete': 20, 'replace': 0, 'insert': 0})"
111,1,positive,negative,"a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton 's directing debut is a creepy slice of gothic rural americana . ","('a psycholgial thrler ih a gnuinel pook pemis d n aove-averag at , ctr ll axon s directn dut i a repy ice f ghic url meriana .', {'total_alterations': 42, 'delete': 42, 'replace': 0, 'insert': 0})"
