id,label,result_original,result_attacked,original_text,attacked_text
30,0,done in other file,negative,it 's hampered by a lifetime-channel kind of plot and a lead actress who is out of her depth . ,"(""i 's hampered by a lifetime-chnnl ki of ot a a lead acess who is u of her depth ."", {'total_alterations': 13, 'delete': 13, 'replace': 0, 'insert': 0})"
31,1,done in other file,positive,"what 's surprising about full frontal is that despite its overt self-awareness , parts of the movie still manage to break past the artifice and thoroughly engage you . ","(""wt 's surprising but ul frontal s ht dsite its vrt self-awareness , par o e mie til manage t rea ps the ariice and thorougy engage o ."", {'total_alterations': 33, 'delete': 33, 'replace': 0, 'insert': 0})"
32,1,done in other file,positive,i just loved every minute of this film . ,"('i just loe evy nute of hs fl .', {'total_alterations': 10, 'delete': 10, 'replace': 0, 'insert': 0})"
33,1,done in other file,negative,a woman 's pic directed with resonance by ilya chaiken . ,"(""a woman 's pic directed wt resonne by la ciken ."", {'total_alterations': 8, 'delete': 8, 'replace': 0, 'insert': 0})"
34,0,done in other file,negative,a by-the-numbers patient/doctor pic that covers all the usual ground ,"('a by-the-numbers patient/ctor p that covers all the usual ground', {'total_alterations': 4, 'delete': 4, 'replace': 0, 'insert': 0})"
35,1,done in other file,positive,michael gerbosi 's script is economically packed with telling scenes . ,"('michael erbos s script i economically packed with telling scenes .', {'total_alterations': 4, 'delete': 4, 'replace': 0, 'insert': 0})"
36,1,done in other file,positive,"there 's something auspicious , and daring , too , about the artistic instinct that pushes a majority-oriented director like steven spielberg to follow a.i. with this challenging report so liable to unnerve the majority . ","('there s soethin auspicious , and ding , too , bou the artistic instinct that puse a majority-oriented director like seve spiebeg to follow .i th hs hllenging repo so lble o unner t ajoriy .', {'total_alterations': 32, 'delete': 32, 'replace': 0, 'insert': 0})"
37,1,done in other file,positive,"... a fun little timewaster , helped especially by the cool presence of jean reno . ","('... a fun litl timeaser , helped epecally y e ol presence o ea re .', {'total_alterations': 16, 'delete': 16, 'replace': 0, 'insert': 0})"
38,0,done in other file,negative,but it 's too long and too convoluted and it ends in a muddle . ,"(""but it ' too lo a too onvolued and it es in a muddle ."", {'total_alterations': 9, 'delete': 9, 'replace': 0, 'insert': 0})"
39,0,done in other file,negative,a valueless kiddie paean to pro basketball underwritten by the nba . ,"('a valueless kiddie paean t o baetball nderwriten b the b .', {'total_alterations': 10, 'delete': 10, 'replace': 0, 'insert': 0})"
40,1,done in other file,positive,"a simple , but gritty and well-acted ensemble drama that encompasses a potent metaphor for a country still dealing with its fascist past . ","('a simple , b gritty d well-atd nsemle drama that encompasses a potent etapor for a outry still deali with s fascist ps .', {'total_alterations': 18, 'delete': 18, 'replace': 0, 'insert': 0})"
41,0,done in other file,negative,... a boring parade of talking heads and technical gibberish that will do little to advance the linux cause . ,"('. a boring prae of talking heads n tchnial gibberish that il do litt t advance the linux cause .', {'total_alterations': 13, 'delete': 13, 'replace': 0, 'insert': 0})"
42,1,done in other file,positive,"if you 're hard up for raunchy college humor , this is your ticket right here . ","(""f you 're hr up for raunchy colee hor , this s ur icet rit he ."", {'total_alterations': 16, 'delete': 16, 'replace': 0, 'insert': 0})"
43,0,done in other file,negative,the problem with this film is that it lacks focus . ,"('h prbem with is film s at it lacks fou .', {'total_alterations': 11, 'delete': 11, 'replace': 0, 'insert': 0})"
44,0,done in other file,negative,"an absurdist comedy about alienation , separation and loss . ","('an absurdist comedy aou alienaio , sepraion and loss .', {'total_alterations': 6, 'delete': 6, 'replace': 0, 'insert': 0})"
45,1,done in other file,negative,"a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court 's extradition chess game and the regime 's talking-head survivors . ","(""a coda i vry ese , t pinochet ca splits time between a minute-by-minute account of t british court 's etraditon chess ga n t regime s takng-head survivors ."", {'total_alterations': 22, 'delete': 22, 'replace': 0, 'insert': 0})"
46,1,done in other file,positive,"( t ) his beguiling belgian fable , very much its own droll and delicate little film , has some touching things to say about what is important in life and why . ","('( t ) i beguiling belga fable , very uc t own droll d dicate ltte il , has some ouhing things o a abo what i important i lf d why .', {'total_alterations': 29, 'delete': 29, 'replace': 0, 'insert': 0})"
47,0,done in other file,negative,it all feels like a monty python sketch gone horribly wrong . ,"('t a fee like a mon ptho ketc gone hoibly rng .', {'total_alterations': 15, 'delete': 15, 'replace': 0, 'insert': 0})"
48,1,done in other file,positive,"awesome creatures , breathtaking scenery , and epic battle scenes add up to another ` spectacular spectacle . ' ","(""awsme ceaures , breathtaking scenery , a ic batl scee a u t anter ` sectacuar spectacle . '"", {'total_alterations': 20, 'delete': 20, 'replace': 0, 'insert': 0})"
49,0,done in other file,negative,"on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . ","('o t whole , t mvi lacks wit , feeling n blevability o comenate for t incessant coarness d anaity .', {'total_alterations': 22, 'delete': 22, 'replace': 0, 'insert': 0})"
50,1,done in other file,positive,"based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but never at the expense of its characters ","('aed on a devilishly wtt script b heatr mcgon and ils mueller , the fm gets gre auhs , t never at the expns of its characes', {'total_alterations': 23, 'delete': 23, 'replace': 0, 'insert': 0})"
51,0,done in other file,negative,"dragonfly has no atmosphere , no tension -- nothing but costner , flailing away . ","('dagonly has no tmospher , no tenon -- nothing b coter , flailing aw .', {'total_alterations': 12, 'delete': 12, 'replace': 0, 'insert': 0})"
52,1,done in other file,positive,"martin and barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid . ","('martin d barbara e oplex characters - sometes tedr , sometimes ngr - and t delicate performances by sven wollter and veka slahl make their hopes and frustrations vivid .', {'total_alterations': 20, 'delete': 20, 'replace': 0, 'insert': 0})"
53,1,done in other file,positive,"the vitality of the actors keeps the intensity of the film high , even as the strafings blend together . ","('t vialit f the acor keeps the intensity f t lm high , en as e trafins bln together .', {'total_alterations': 20, 'delete': 20, 'replace': 0, 'insert': 0})"
54,1,done in other file,positive,there 's a wickedly subversive bent to the best parts of birthday girl . ,"(""there 's a wickly subversive bn o the best parts o birhdy girl ."", {'total_alterations': 8, 'delete': 8, 'replace': 0, 'insert': 0})"
55,0,done in other file,negative,"once ( kim ) begins to overplay the shock tactics and bait-and-tackle metaphors , you may decide it 's too high a price to pay for a shimmering picture postcard . ","(""on ( i ) bins to overplay t shock tctcs and bait-and-tackle mtphors , you m eide it ' too high a price to y f a shimmering pcure pstcar ."", {'total_alterations': 25, 'delete': 25, 'replace': 0, 'insert': 0})"
56,1,done in other file,positive,"an entertaining , colorful , action-filled crime story with an intimate heart . ","('an ntertining , colorful , action-filled cme sry wi an timate het .', {'total_alterations': 12, 'delete': 12, 'replace': 0, 'insert': 0})"
57,1,done in other file,positive,it deserves to be seen by anyone with even a passing interest in the events shaping the world beyond their own horizons . ,"('it esrves o e seen by aone wi ee a passing interest in the events sapng e world bynd their own horizons .', {'total_alterations': 16, 'delete': 16, 'replace': 0, 'insert': 0})"
58,1,done in other file,positive,an exquisitely crafted and acted tale . ,"('a exqsitely crafted d ted tl .', {'total_alterations': 9, 'delete': 9, 'replace': 0, 'insert': 0})"
59,1,done in other file,positive,"looking aristocratic , luminous yet careworn in jane hamilton 's exemplary costumes , rampling gives a performance that could not be improved upon . ' ","(""looking ristocrati , lumius t carorn n ae hailto s exemplary cosues , rampling gives a erformace tt could not b improved upon . '"", {'total_alterations': 21, 'delete': 21, 'replace': 0, 'insert': 0})"
60,0,done in other file,negative,"schaeffer has to find some hook on which to hang his persistently useless movies , and it might as well be the resuscitation of the middle-aged character . ","('schaeffer has to fi sm ok o whc to an his persistently uless mves , and it might s well b h reuscitatio of h middle-aged caracer .', {'total_alterations': 25, 'delete': 25, 'replace': 0, 'insert': 0})"
61,0,done in other file,negative,"it showcases carvey 's talent for voices , but not nearly enough and not without taxing every drop of one 's patience to get to the good stuff . ","(""t shocaes cavy ' talent o voce , but not earl noug n o without taxing every rp of one 's patience o get t t good stuff ."", {'total_alterations': 24, 'delete': 24, 'replace': 0, 'insert': 0})"
62,0,done in other file,negative,a science-fiction pastiche so lacking in originality that if you stripped away its inspirations there would be precious little left . ,"('a science-fiction pastiche so laing n origialiy ht i y stripped wy its inspirations there wld be precious itle lf .', {'total_alterations': 18, 'delete': 18, 'replace': 0, 'insert': 0})"
63,0,done in other file,negative,"in exactly 89 minutes , most of which passed as slowly as if i 'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter turkey . ","('in exactly 8 mites , ms of wic passed as owly as if i d en sittn naked o n igloo , formu 5 sank from qrky to jerky o tte turkey .', {'total_alterations': 24, 'delete': 24, 'replace': 0, 'insert': 0})"
64,1,done in other file,positive,"may be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation . ","('y b f from h bt of the seis , but t s asued , wonderfully repectfl of its as n thrilling enog o ae t aundanly clear that this oie phenomenon has once again reivened itel for a new gneratio .', {'total_alterations': 37, 'delete': 37, 'replace': 0, 'insert': 0})"
65,0,done in other file,negative,"ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine . ","('ultmatly fel ept n unsatisfying , like swalowng a ommunio wafer without t wine .', {'total_alterations': 14, 'delete': 14, 'replace': 0, 'insert': 0})"
66,0,done in other file,negative,what the director ca n't do is make either of val kilmer 's two personas interesting or worth caring about . ,"(""what h dirtor c n do i make either of a kilmer 's two persos interesting or oth cing bou ."", {'total_alterations': 18, 'delete': 18, 'replace': 0, 'insert': 0})"
67,0,done in other file,negative,the heavy-handed film is almost laughable as a consequence . ,"('the heavy-handed fm is almost laugabl s a cosequenc .', {'total_alterations': 7, 'delete': 7, 'replace': 0, 'insert': 0})"
68,0,done in other file,negative,an unclassifiably awful study in self - and audience-abuse . ,"('n uclassifiaby awl tuy i sf - n audnce-abuse .', {'total_alterations': 14, 'delete': 14, 'replace': 0, 'insert': 0})"
69,0,done in other file,negative,no way i can believe this load of junk . ,"('no way i c bliee hs ld f junk .', {'total_alterations': 9, 'delete': 9, 'replace': 0, 'insert': 0})"
70,1,done in other file,positive,"a gorgeous , witty , seductive movie . ","('a gorgou , ity , sducive ovi .', {'total_alterations': 8, 'delete': 8, 'replace': 0, 'insert': 0})"
71,0,done in other file,negative,there are plot holes big enough for shamu the killer whale to swim through . ,"('thr are plot hls i enog f shamu the illr hal o si through .', {'total_alterations': 17, 'delete': 17, 'replace': 0, 'insert': 0})"
72,0,done in other file,negative,or emptying rat traps . ,"('r emptying rat traps .', {'total_alterations': 1, 'delete': 1, 'replace': 0, 'insert': 0})"
73,0,done in other file,negative,"for close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one . ","('r close to w ors h adienc i forced t endure thr teinally depressed , ostl inarticulate , hyr dysfunctional families f the price o one .', {'total_alterations': 23, 'delete': 23, 'replace': 0, 'insert': 0})"
74,1,done in other file,positive,"dazzles with its fully-written characters , its determined stylishness ( which always relates to characters and story ) and johnny dankworth 's best soundtrack in years . ","(""dazls with its fuly-wrtten characters , t deteried tylishnes ( which always relates to characters a sto ) n jhny dankworth ' bs suntrack i ear ."", {'total_alterations': 26, 'delete': 26, 'replace': 0, 'insert': 0})"
75,0,done in other file,negative,"determined to be fun , and bouncy , with energetic musicals , the humor did n't quite engage this adult . ","(""determined t e fun , n bouncy , wi enrgetc mucals , e humor d n't quite engage this adult ."", {'total_alterations': 14, 'delete': 14, 'replace': 0, 'insert': 0})"
76,0,done in other file,positive,"it 's inoffensive , cheerful , built to inspire the young people , set to an unending soundtrack of beach party pop numbers and aside from its remarkable camerawork and awesome scenery , it 's about as exciting as a sunburn . ","(""i s inofensie , cheerful , built o isire the oun people , set t an nendng soutrack f beach pty o mbers n ide fo i emrkable camerawork n aeome scery , it 's aot as exitin s a subur ."", {'total_alterations': 44, 'delete': 44, 'replace': 0, 'insert': 0})"
77,1,done in other file,positive,griffiths proves she 's that rare luminary who continually raises the standard of her profession . ,"(""grifihs proves h 's that rare luminary o continuly rase t andard of r poession ."", {'total_alterations': 18, 'delete': 18, 'replace': 0, 'insert': 0})"
78,0,done in other file,negative,at least one scene is so disgusting that viewers may be hard pressed to retain their lunch . ,"('at least o see s so disgusting ta viers m b ha presd o retain their lunch .', {'total_alterations': 17, 'delete': 17, 'replace': 0, 'insert': 0})"
79,0,done in other file,negative,american chai encourages rueful laughter at stereotypes only an indian-american would recognize . ,"('ameran chai encurges ruul augter a streotype only a indian-merian would econize .', {'total_alterations': 16, 'delete': 16, 'replace': 0, 'insert': 0})"
80,1,done in other file,positive,one of the smartest takes on singles culture i 've seen in a long time . ,"('one f t smartest takes on singles culture i e sn in a ln time .', {'total_alterations': 9, 'delete': 9, 'replace': 0, 'insert': 0})"
81,1,done in other file,positive,"unlike the speedy wham-bam effect of most hollywood offerings , character development -- and more importantly , character empathy -- is at the heart of italian for beginners . ","('uike the speedy whamam effect of most hollywood offerings , carcter development -- n or mportanly , harcter empathy -- is a the heart of itaan for beginnr .', {'total_alterations': 19, 'delete': 19, 'replace': 0, 'insert': 0})"
82,1,done in other file,positive,zhang ... has done an amazing job of getting realistic performances from his mainly nonprofessional cast . ,"('zhang ... a done an amazing j o getti relstic performances ro his ainy nnprofesional st .', {'total_alterations': 17, 'delete': 17, 'replace': 0, 'insert': 0})"
83,0,done in other file,negative,big fat waste of time . ,"('i fat waste f te .', {'total_alterations': 5, 'delete': 5, 'replace': 0, 'insert': 0})"
84,0,done in other file,negative,"even with a green mohawk and a sheet of fire-red flame tattoos covering his shoulder , however , kilmer seems to be posing , rather than acting . ","('even with a ree mohawk d a sheet of fire-red fle tattoos ovring his shoule , hweer , kilmer see to e posi , rthe than aing .', {'total_alterations': 21, 'delete': 21, 'replace': 0, 'insert': 0})"
85,0,done in other file,negative,chokes on its own depiction of upper-crust decorum . ,"('chokes on t o depiton f upe-crust decorum .', {'total_alterations': 9, 'delete': 9, 'replace': 0, 'insert': 0})"
86,0,done in other file,negative,the moviegoing equivalent of going to a dinner party and being forced to watch the host and hostess 's home video of their baby 's birth . ,"(""e moieging equvalet of going to a dner party and big frce to atc the host and osess 's ho video of their bb 's birth ."", {'total_alterations': 20, 'delete': 20, 'replace': 0, 'insert': 0})"
87,0,done in other file,negative,comes ... uncomfortably close to coasting in the treads of the bicycle thief . ,"('oms ... uncomfortably close o oasing in the tead of the bycle thief .', {'total_alterations': 9, 'delete': 9, 'replace': 0, 'insert': 0})"
88,0,done in other file,negative,does little more than play an innocuous game of fill-in - the-blanks with a tragic past . ,"('os little more than pa a innocuous game o filin - theblaks wh a raic past .', {'total_alterations': 14, 'delete': 14, 'replace': 0, 'insert': 0})"
89,0,done in other file,negative,"this movie is something of an impostor itself , stretching and padding its material in a blur of dead ends and distracting camera work . ","('ts movie is sometng of n mposor telf , setching and padng its materl n a bl of ea ends d distracting camera or .', {'total_alterations': 24, 'delete': 24, 'replace': 0, 'insert': 0})"
90,1,done in other file,negative,if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you . ,"('f y joy or thoghful comees it inteesing conflite characrs ; is o s o you .', {'total_alterations': 26, 'delete': 26, 'replace': 0, 'insert': 0})"
91,0,done in other file,negative,just embarrassment and a vague sense of shame . ,"('just ebarrassent and a vague sense o ame .', {'total_alterations': 5, 'delete': 5, 'replace': 0, 'insert': 0})"
92,1,done in other file,positive,"all-in-all , the film is an enjoyable and frankly told tale of a people who live among us , but not necessarily with us . ","('all-in-all , the il i n ejoyabl d frankly td tale of a eole w ve mog u , u not necessary th us .', {'total_alterations': 25, 'delete': 25, 'replace': 0, 'insert': 0})"
93,1,done in other file,positive,"this illuminating documentary transcends our preconceived vision of the holy land and its inhabitants , revealing the human complexities beneath . ","('ti illumnaing documentary anscends u preconceived vsin of t hy land and s inhabitants , revealing the uma cmpleities beeth .', {'total_alterations': 22, 'delete': 22, 'replace': 0, 'insert': 0})"
94,1,done in other file,positive,"exciting and direct , with ghost imagery that shows just enough to keep us on our toes . ","('exciting and direct , it ghost imagery that shows just enough t ep u on r toes .', {'total_alterations': 8, 'delete': 8, 'replace': 0, 'insert': 0})"
95,1,done in other file,positive,"a pleasant enough romance with intellectual underpinnings , the kind of movie that entertains even as it turns maddeningly predictable . ","('a lasant enough romance ih intellectual underpinnings , the kind f movie that entertains even a it tur maddeningly predictable .', {'total_alterations': 8, 'delete': 8, 'replace': 0, 'insert': 0})"
96,1,done in other file,negative,collateral damage finally delivers the goods for schwarzenegger fans . ,"('collatal damage finally eivers e gos o shwarzengger ns .', {'total_alterations': 14, 'delete': 14, 'replace': 0, 'insert': 0})"
97,0,done in other file,negative,made with no discernible craft and monstrously sanctimonious in dealing with childhood loss . ,"('made with no discernible crf n monsrousy nctimonious in dealing th childhood loss .', {'total_alterations': 10, 'delete': 10, 'replace': 0, 'insert': 0})"
98,0,done in other file,negative,"all the amped-up tony hawk-style stunts and thrashing rap-metal ca n't disguise the fact that , really , we 've been here , done that . ","(""all h amped-up oy hwk-syle stunts n thahing rap-etl ca n disguise h at that , reay , w ' bn hr , done that ."", {'total_alterations': 27, 'delete': 27, 'replace': 0, 'insert': 0})"
99,1,done in other file,positive,my big fat greek wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor . ,"('my big fat rek wedding uses stereotypes in a deligtul ben of see omnce and lvigly disd u umo .', {'total_alterations': 18, 'delete': 18, 'replace': 0, 'insert': 0})"
100,0,done in other file,negative,"combining quick-cut editing and a blaring heavy metal much of the time , beck seems to be under the illusion that he 's shooting the latest system of a down video . ","(""combiin quick-cut editing a a blaring heavy mea much of e time , ck sem to b une t illusion that h 's sootin t laes syte f a down vde ."", {'total_alterations': 29, 'delete': 29, 'replace': 0, 'insert': 0})"
101,1,done in other file,positive,blanchett 's performance confirms her power once again . ,"(""blnchet 's peformnce confirms h owe ne agi ."", {'total_alterations': 12, 'delete': 12, 'replace': 0, 'insert': 0})"
102,1,done in other file,positive,"an operatic , sprawling picture that 's entertainingly acted , magnificently shot and gripping enough to sustain most of its 170-minute length . ","(""n operatic , sprawling picte th 's entertaninly act , magnificently shot d gripping enuh t sutan most o its 170-minute ngth ."", {'total_alterations': 19, 'delete': 19, 'replace': 0, 'insert': 0})"
103,0,done in other file,negative,"impostor has a handful of thrilling moments and a couple of good performances , but the movie does n't quite fly . ","(""mpotor h a handful o rilling moments and a oupe of good perfrmanes , but h movie does n't qte f ."", {'total_alterations': 17, 'delete': 17, 'replace': 0, 'insert': 0})"
104,1,done in other file,positive,"not only are the special effects and narrative flow much improved , and daniel radcliffe more emotionally assertive this time around as harry , but the film conjures the magic of author j.k. rowling 's books . ","(""not only a the secal effects a narrative ow much improved , and dnie radcliffe more eotionaly ssrtive ts time arou as hay , but e film conjures the magic of author .. oling ' ook ."", {'total_alterations': 29, 'delete': 29, 'replace': 0, 'insert': 0})"
105,0,done in other file,negative,you wonder why enough was n't just a music video rather than a full-length movie . ,"(""you wond why enou was ' just a usc ido rthe ha a full-length movie ."", {'total_alterations': 14, 'delete': 14, 'replace': 0, 'insert': 0})"
106,1,done in other file,positive,... a magnificent drama well worth tracking down . ,"('... a magnificent raa well worth tracking down .', {'total_alterations': 2, 'delete': 2, 'replace': 0, 'insert': 0})"
107,1,done in other file,positive,the magic of the film lies not in the mysterious spring but in the richness of its performances . ,"('e magic f h fl ie o i h mysterious ring but i the chness of i performances .', {'total_alterations': 21, 'delete': 21, 'replace': 0, 'insert': 0})"
108,0,done in other file,negative,"his comedy premises are often hackneyed or just plain crude , calculated to provoke shocked laughter , without following up on a deeper level . ","('s comedy premis are often hckeyed o just pai crude , calculated to provoke soced augter , wthut folwing up n a deee lel .', {'total_alterations': 22, 'delete': 22, 'replace': 0, 'insert': 0})"
109,1,done in other file,negative,"mcconaughey 's fun to watch , the dragons are okay , not much fire in the script . ","(""mcconaughey ' f o ath , the drgos e oy , not mh fire n h script ."", {'total_alterations': 17, 'delete': 17, 'replace': 0, 'insert': 0})"
110,1,done in other file,positive,the chateau cleverly probes the cross-cultural differences between gauls and yanks . ,"('h cheau cleverly robe t cross-clturl difrences beeen gauls and aks .', {'total_alterations': 16, 'delete': 16, 'replace': 0, 'insert': 0})"
